"Hamilton County (Chattanooga)","3","4",".7","573","1.2%","lower"
"East Tennessee Region","6","7",".158","2373","6.7%","higher"
"Jackson-Madison County","1","2",".33","484","6.8%","higher"
"Knoxville-Knox County","3","4",".35","1446","2.4%","lower"
"Mid-Cumberland Region","7","10",".20","753","2.7%",""
"Shelby County (Memphis)","3","4",".1","338","0.3%","lower"
"Nashville-Davidson County","4","5",".83","1049","7.9%","higher"
"Northeast Region","3","3",".3","238","1.3%","lower"
"South Central Region","3","3",".0","193","0.0%","lower"
"Southeast Region","5","5",".19","750","2.5%",""
"Sullivan County (Tri-Cities)","1","2",".0","300","0.0%","lower"
"Upper Cumberland Region","4","4",".6","486","1.2%","lower"
"West Tennessee Region","6","6",".0","279","0.0%","lower"

