"Hamilton County (Chattanooga)","4","4",".0","719","0.0%",""
"East Tennessee Region","6","7",".0","2301","0.0%",""
"Jackson-Madison County","1","1",".0","438","0.0%",""
"Knoxville-Knox County","3","4",".1","763","0.1%",""
"Mid-Cumberland Region","9","10",".2","613","0.3%","higher"
"Shelby County (Memphis)","0","10",".0","0","0.0%",""
"Nashville-Davidson County","2","6",".0","105","0.0%",""
"Northeast Region","2","3",".0","191","0.0%",""
"South Central Region","3","3",".0","218","0.0%",""
"Southeast Region","4","5",".0","366","0.0%",""
"Sullivan County (Tri-Cities)","1","2",".0","346","0.0%",""
"Upper Cumberland Region","4","4",".0","336","0.0%",""
"West Tennessee Region","6","6",".0","344","0.0%",""

