"Hamilton County (Chattanooga)","4","4","1","719","0.1%","lower"
"East Tennessee Region","7","8","37","2444","1.5%","higher"
"Jackson-Madison County","1","1","9","547","1.6%",""
"Knoxville-Knox County","4","4","3","1453","0.2%","lower"
"Mid-Cumberland Region","8","9","3","1191","0.3%","lower"
"Shelby County (Memphis)","1","4","0","738","0.0%","lower"
"Nashville-Davidson County","5","6","46","1672","2.8%","higher"
"Northeast Region","2","2","0","326","0.0%",""
"South Central Region","2","3","0","217","0.0%",""
"Southeast Region","4","4","2","817","0.2%",""
"Sullivan County (Tri-Cities)","2","2","1","484","0.2%",""
"Upper Cumberland Region","5","5","2","1083","0.2%","lower"
"West Tennessee Region","5","6","1","327","0.3%",""

