"Hamilton County (Chattanooga)","2","4",".0","631","0.0%","lower"
"East Tennessee Region","4","7",".2","1773","0.1%","lower"
"Jackson-Madison County","1","1",".47","574","8.2%","higher"
"Knoxville-Knox County","2","3",".8","1155","0.7%",""
"Mid-Cumberland Region","7","11",".0","1020","0.0%","lower"
"Shelby County (Memphis)","7","12",".55","870","6.3%","higher"
"Nashville-Davidson County","2","6",".0","769","0.0%","lower"
"Northeast Region","4","4",".0","337","0.0%","lower"
"South Central Region","3","3",".0","253","0.0%",""
"Southeast Region","4","4",".0","433","0.0%","lower"
"Sullivan County (Tri-Cities)","0","1",".0","0","0.0%","n/a"
"Upper Cumberland Region","4","4",".0","612","0.0%","lower"
"West Tennessee Region","6","6",".0","307","0.0%","lower"

