"Hamilton County (Chattanooga)","4","4",".0","411","0.0%","lower"
"East Tennessee Region","4","7",".27","1326","2.0%",""
"Jackson-Madison County","0","1",".0","0","0.0%","n/a"
"Knoxville-Knox County","0","3",".0","0","0.0%","n/a"
"Mid-Cumberland Region","4","11",".1","142","0.7%",""
"Shelby County (Memphis)","8","12",".29","1089","2.7%","higher"
"Nashville-Davidson County","1","6",".0","0","0.0%","n/a"
"Northeast Region","2","4",".1","89","1.1%",""
"South Central Region","3","3",".0","149","0.0%",""
"Southeast Region","3","5",".0","109","0.0%",""
"Sullivan County (Tri-Cities)","0","1",".0","0","0.0%","n/a"
"Upper Cumberland Region","3","4",".1","262","0.4%",""
"West Tennessee Region","5","6",".0","169","0.0%",""

