"Hamilton County (Chattanooga)","4","4","0","631","0.0%","lower"
"East Tennessee Region","8","8","149","3272","4.6%","higher"
"Jackson-Madison County","1","1","46","371","12.4%","higher"
"Knoxville-Knox County","3","4","6","1369","0.4%","lower"
"Mid-Cumberland Region","9","9","23","1136","2.0%",""
"Shelby County (Memphis)","2","4","5","199","2.5%",""
"Nashville-Davidson County","4","6","77","1364","5.6%","higher"
"Northeast Region","3","3","1","440","0.2%","lower"
"South Central Region","3","3","0","223","0.0%","lower"
"Southeast Region","3","4","2","543","0.4%","lower"
"Sullivan County (Tri-Cities)","2","2","0","533","0.0%","lower"
"Upper Cumberland Region","5","5","3","1163","0.3%","lower"
"West Tennessee Region","6","6","2","392","0.5%","lower"

