"Hamilton County (Chattanooga)","4","4",".2","786","0.3%","lower"
"East Tennessee Region","5","9",".54","2172","2.5%","higher"
"Jackson-Madison County","0","1",".0","0","0.0%","n/a"
"Knoxville-Knox County","2","3",".22","1049","2.1%","higher"
"Mid-Cumberland Region","3","15",".1","164","0.6%",""
"Shelby County (Memphis)","1","4",".0","95","0.0%",""
"Nashville-Davidson County","3","10",".9","885","1.0%",""
"Northeast Region","4","5",".0","245","0.0%",""
"South Central Region","3","3",".0","182","0.0%",""
"Southeast Region","2","4",".1","332","0.3%",""
"Sullivan County (Tri-Cities)","0","3",".0","0","0.0%","n/a"
"Upper Cumberland Region","4","4",".1","574","0.2%","lower"
"West Tennessee RegionState of Tennessee","6","6",".0","343","0.0%","lower"

