Hamilton County (Chattanooga),3,4,.,0,512,0.0% lower
East Tennessee Region,5,7,.,4,1989,0.2% lower
Jackson-Madison County,1,1,.,71,597,11.9% higher
Knoxville-Knox County,2,3,.,6,1166,0.5% lower
Mid-Cumberland Region,4,11,.,0,798,0.0% lower
Shelby County (Memphis),7,12,.,52,950,5.5% higher
Nashville-Davidson County,1,7,.,0,34,0.0%
Northeast Region,4,4,.,0,253,0.0% lower
South Central Region,3,3,.,0,196,0.0%
Southeast Region,3,5,.,0,332,0.0% lower
Sullivan County (Tri-Cities),1,1,.,0,402,0.0% lower
Upper Cumberland Region,4,4,.,3,578,0.5% lower
West Tennessee Region,6,6,.,0,368,0.0% lower
