"Chattanooga-Hamilton County","3","5","8","497","1.6%","lower"
"East Tennessee Region","7","7","282","3816","7.4%","higher"
"Jackson-Madison County","1","1","71","917","7.7%",""
"Knoxville-Knox County","3","4","47","1271","3.7%","lower"
"Mid-Cumberland Region","10","10","100","1313","7.6%",""
"Memphis-Shelby County","2","5","1","134","0.7%","lower"
"Nashville-Davidson County","3","6","182","1322","13.8%","higher"
"Northeast Region","2","3","3","337","0.9%","lower"
"South Central Region","3","3","0","290","0.0%","lower"
"Southeast Region","4","4","47","787","6.0%",""
"Sullivan County","2","2","7","328","2.1%","lower"
"Upper Cumberland Region","5","5","21","966","2.2%","lower"
"West Tennessee Region","6","6","3","284","1.1%","lower"

