"Hamilton County (Chattanooga)","3","4","3","555","0.5%","lower"
"East Tennessee Region","7","7","130","3071","4.2%","higher"
"Jackson-Madison County","1","1","16","514","3.1%",""
"Knoxville-Knox County","4","4","20","1614","1.2%","lower"
"Mid-Cumberland Region","8","10","26","1080","2.4%",""
"Shelby County (Memphis)","8","10","115","1465","7.8%","higher"
"Nashville-Davidson County","5","6","31","1313","2.4%",""
"Northeast Region","2","3","1","187","0.5%",""
"South Central Region","2","3","0","124","0.0%",""
"Southeast Region","4","5","4","461","0.9%","lower"
"Sullivan County (Tri-Cities)","2","2","0","571","0.0%","lower"
"Upper Cumberland Region","4","4","8","679","1.2%","lower"
"West Tennessee Region","5","6","3","305","1.0%","lower"

