"Hamilton County (Chattanooga)","3","4",".0","658","0.0%","lower"
"East Tennessee Region","5","7",".24","1914","1.3%","higher"
"Jackson-Madison County","1","2",".12","508","2.4%","higher"
"Knoxville-Knox County","2","4",".14","1652","0.9%",""
"Mid-Cumberland Region","6","10",".10","921","1.1%",""
"Shelby County (Memphis)","1","5",".6","142","4.2%","higher"
"Nashville-Davidson County","3","5",".6","766","0.8%",""
"Northeast Region","3","3",".1","239","0.4%",""
"South Central Region","3","3",".1","201","0.5%",""
"Southeast Region","5","5",".0","856","0.0%","lower"
"Sullivan County (Tri-Cities)","2","2",".0","530","0.0%","lower"
"Upper Cumberland Region","3","4",".1","338","0.3%",""
"West Tennessee Region","6","6",".1","314","0.3%",""

