"Chattanooga-Hamilton County","5","5","0","654","0.0%","lower"
"East Tennessee Region","5","7","9","1815","0.5%","lower"
"Jackson-Madison County","1","1","18","824","2.2%",""
"Knoxville-Knox County","1","4","6","141","4.3%","higher"
"Mid-Cumberland Region","7","12","23","1007","2.3%","higher"
"Memphis-Shelby County","4","9","1","597","0.2%","lower"
"Nashville-Davidson County","5","6","63","1665","3.8%","higher"
"Northeast Region","2","3","3","256","1.2%",""
"South Central Region","3","3","0","198","0.0%",""
"Southeast Region","2","5","3","370","0.8%",""
"Sullivan County","2","2","2","468","0.4%",""
"Upper Cumberland Region","4","5","3","621","0.5%","lower"
"West Tennessee Region","4","6","3","350","0.9%",""

