Hamilton County (Chattanooga),4,4,.,0,830,0.0%
East Tennessee Region,4,7,.,10,1553,0.6% higher
Jackson-Madison County,1,2,.,0,589,0.0%
Knoxville-Knox County,0,4,.,0,0,0.0% n/a
Mid-Cumberland Region,9,11,.,2,939,0.2%
Shelby County (Memphis),10,12,.,2,953,0.2%
Nashville-Davidson County,1,5,.,0,272,0.0%
Northeast Region,1,3,.,0,67,0.0%
South Central Region,3,3,.,0,271,0.0%
Southeast Region,3,5,.,0,101,0.0%
Sullivan County (Tri-Cities),0,2,.,0,0,0.0% n/a
Upper Cumberland Region,4,4,.,0,567,0.0%
West Tennessee Region,5,6,.,0,262,0.0%
