"Hamilton County (Chattanooga)","4","4","3","844","0.4%","lower"
"East Tennessee Region","7","7","167","3301","5.1%","higher"
"Jackson-Madison County","1","1","9","526","1.7%",""
"Knoxville-Knox County","3","4","9","1305","0.7%","lower"
"Mid-Cumberland Region","9","10","36","1219","3.0%",""
"Shelby County (Memphis)","3","10","6","383","1.6%",""
"Nashville-Davidson County","4","6","51","1080","4.7%","higher"
"Northeast Region","2","3","0","197","0.0%","lower"
"South Central Region","3","3","0","238","0.0%","lower"
"Southeast Region","4","5","8","439","1.8%",""
"Sullivan County (Tri-Cities)","2","2","3","528","0.6%","lower"
"Upper Cumberland Region","4","4","5","706","0.7%","lower"
"West Tennessee Region","6","6","3","341","0.9%","lower"

