"Chattanooga-Hamilton County","3","5","0","489","0.0%",""
"East Tennessee Region","4","6","0","1304","0.0%",""
"Jackson-Madison County","0","1","0","0","0.0%",""
"Knoxville-Knox County","2","3","6","858","0.7%","higher"
"Mid-Cumberland Region","8","10","4","1301","0.3%",""
"Memphis-Shelby County","1","6","0","85","0.0%",""
"Nashville-Davidson County","5","6","8","2265","0.4%",""
"Northeast Region","2","3","1","311","0.3%",""
"South Central Region","3","3","0","317","0.0%",""
"Southeast Region","3","4","0","675","0.0%",""
"Sullivan County","1","2","0","228","0.0%",""
"Upper Cumberland Region","4","5","2","939","0.2%",""
"West Tennessee Region","5","6","0","357","0.0%",""

