"Hamilton County (Chattanooga)","4","4",".13","462","2.8%","lower"
"East Tennessee Region","7","8",".242","2209","11.0%","higher"
"Jackson-Madison County","2","2",".22","336","6.6%",""
"Knoxville-Knox County","4","4",".15","627","2.4%","lower"
"Mid-Cumberland Region","8","10",".5","256","2.0%","lower"
"Shelby County (Memphis)","0","5",".0","0","0.0%","n/a"
"Nashville-Davidson County","3","6",".13","192","6.8%",""
"Northeast Region","3","3",".3","83","3.6%",""
"South Central Region","3","3",".0","123","0.0%","lower"
"Southeast Region","5","5",".36","363","9.9%","higher"
"Sullivan County (Tri-Cities)","2","2",".3","215","1.4%","lower"
"Upper Cumberland Region","4","4",".0","269","0.0%","lower"
"West Tennessee Region","6","6",".2","186","1.1%","lower"

