"Hamilton County (Chattanooga)","3","4",".0","577","0.0%","lower"
"East Tennessee Region","7","9",".27","1893","1.4%","higher"
"Jackson-Madison County","1","1",".11","580","1.9%","higher"
"Knoxville-Knox County","0","3",".0","0","0.0%","n/a"
"Mid-Cumberland Region","6","14",".1","722","0.1%",""
"Shelby County (Memphis)","1","4",".2","175","1.1%",""
"Nashville-Davidson County","4","11",".6","944","0.6%",""
"Northeast Region","2","5",".2","224","0.9%",""
"South Central Region","3","3",".1","142","0.7%",""
"Southeast Region","2","4",".0","356","0.0%",""
"Sullivan County (Tri-Cities)","1","2",".0","365","0.0%",""
"Upper Cumberland Region","4","4",".0","224","0.0%",""
"West Tennessee Region","5","6",".0","191","0.0%",""

