"Hamilton County (Chattanooga)","3","4",".0","697","0.0%","lower"
"East Tennessee Region","6","7",".70","2055","3.4%","higher"
"Jackson-Madison County","0","1",".0","0","0.0%","n/a"
"Knoxville-Knox County","2","3",".13","1064","1.2%",""
"Mid-Cumberland Region","7","11",".8","760","1.1%",""
"Shelby County (Memphis)","8","12",".41","1198","3.4%","higher"
"Nashville-Davidson County","3","6",".15","835","1.8%",""
"Northeast Region","4","4",".0","240","0.0%","lower"
"South Central Region","2","3",".1","128","0.8%",""
"Southeast Region","4","4",".1","469","0.2%","lower"
"Sullivan County (Tri-Cities)","1","1",".0","263","0.0%","lower"
"Upper Cumberland Region","3","4",".0","266","0.0%","lower"
"West Tennessee Region","6","6",".0","292","0.0%","lower"

