Hamilton County (Chattanooga),4,4,.,17,812,2.1%
East Tennessee Region,5,7,.,72,2413,3.0% higher
Jackson-Madison County,0,1,.,0,0,0.0%
Knoxville-Knox County,4,4,.,13,1595,0.8% lower
Mid-Cumberland Region,10,10,.,16,1165,1.4%
Shelby County (Memphis),2,10,.,1,832,0.1% lower
Nashville-Davidson County,2,6,.,10,496,2.0%
Northeast Region,1,3,.,0,129,0.0%
South Central Region,3,3,.,0,235,0.0%
Southeast Region,5,5,.,12,781,1.5%
Sullivan County (Tri-Cities),1,2,.,0,340,0.0% lower
Upper Cumberland Region,3,4,.,2,406,0.5%
West Tennessee Region,3,6,.,0,185,0.0%
