"Hamilton County (Chattanooga)","2","4.","0","432","0.0%",""
"East Tennessee Region","6","9.","14","630","2.2%","higher"
"Jackson-Madison County","1","1.","14","549","2.6%","higher"
"Knoxville-Knox County","1","3.","3","72","4.2%","higher"
"Mid-Cumberland Region","7","14.","0","886","0.0%","lower"
"Shelby County (Memphis)","1","4.","0","147","0.0%",""
"Nashville-Davidson County","5","11.","1","889","0.1%","lower"
"Northeast Region","2","5.","0","126","0.0%",""
"South Central Region","2","3.","0","66","0.0%",""
"Southeast Region","2","4.","0","179","0.0%",""
"Sullivan County (Tri-Cities)","1","2.","0","431","0.0%",""
"Upper Cumberland Region","4","4.","1","395","0.3%",""
"West Tennessee Region","6","6.","0","352","0.0%",""

