"Hamilton County (Chattanooga)","3","4",".0","552","0.0%","lower"
"East Tennessee Region","3","7",".4","571","0.7%","lower"
"Jackson-Madison County","1","1",".89","679","13.1%","higher"
"Knoxville-Knox County","2","3",".17","1094","1.6%",""
"Mid-Cumberland Region","6","11",".2","772","0.3%","lower"
"Shelby County (Memphis)","9","11",".78","1354","5.8%","higher"
"Nashville-Davidson County","5","8",".7","1103","0.6%","lower"
"Northeast Region","3","4",".1","208","0.5%",""
"South Central Region","3","3",".0","268","0.0%","lower"
"Southeast Region","4","5",".2","424","0.5%","lower"
"Sullivan County (Tri-Cities)","1","1",".0","386","0.0%","lower"
"Upper Cumberland Region","4","4",".0","627","0.0%","lower"
"West Tennessee Region","6","6",".2","348","0.6%","lower"

