"Hamilton County (Chattanooga)","2","4",".0","484","0.0%",""
"East Tennessee Region","6","7",".34","2396","1.4%","higher"
"Jackson-Madison County","1","1",".2","544","0.4%",""
"Knoxville-Knox County","1","4",".10","834","1.2%","higher"
"Mid-Cumberland Region","10","10",".0","1074","0.0%","lower"
"Shelby County (Memphis)","1","10",".0","65","0.0%",""
"Nashville-Davidson County","4","6",".2","539","0.4%",""
"Northeast Region","2","3",".0","79","0.0%",""
"South Central Region","3","3",".0","224","0.0%",""
"Southeast Region","4","5",".0","460","0.0%",""
"Sullivan County (Tri-Cities)","1","2",".0","335","0.0%",""
"Upper Cumberland Region","4","4",".0","614","0.0%",""
"West Tennessee Region","6","6",".1","382","0.3%",""

