"Hamilton County (Chattanooga)","2","4","0","172","0.0%",""
"East Tennessee Region","7","7","85","3043","2.8%","higher"
"Jackson-Madison County","1","1","14","532","2.6%",""
"Knoxville-Knox County","4","4","9","1617","0.6%","lower"
"Mid-Cumberland Region","8","10","1","308","0.3%",""
"Shelby County (Memphis)","1","10","1","235","0.4%",""
"Nashville-Davidson County","4","6","21","1021","2.1%",""
"Northeast Region","2","3","0","213","0.0%",""
"South Central Region","3","3","1","228","0.4%",""
"Southeast Region","4","5","10","477","2.1%",""
"Sullivan County (Tri-Cities)","1","2","0","434","0.0%","lower"
"Upper Cumberland Region","4","4","3","624","0.5%","lower"
"West Tennessee Region","6","6","1","370","0.3%","lower"

