"Hamilton County (Chattanooga)","3","4",".8","530","1.5%","lower"
"East Tennessee Region","7","7",".218","2970","7.3%",""
"Jackson-Madison County","1","1",".310","802","38.7%","higher"
"Knoxville-Knox County","2","3",".98","1249","7.9%",""
"Mid-Cumberland Region","7","15",".30","1041","2.9%","lower"
"Shelby County (Memphis)","10","11",".143","1703","8.4%",""
"Nashville-Davidson County","4","9",".26","874","3.0%","lower"
"Northeast Region","4","4",".5","282","1.8%","lower"
"South Central Region","3","3",".2","203","1.0%","lower"
"Southeast Region","4","5",".22","529","4.2%","lower"
"Sullivan County (Tri-Cities)","1","1",".0","381","0.0%","lower"
"Upper Cumberland Region","4","4",".2","552","0.4%","lower"
"West Tennessee Region","6","6",".2","360","0.6%","lower"

