"Hamilton County (Chattanooga)","4","4","0","426","0.0%",""
"East Tennessee Region","8","8","27","1845","1.5%","higher"
"Jackson-Madison County","1","1","3","338","0.9%",""
"Knoxville-Knox County","4","4","1","763","0.1%","lower"
"Mid-Cumberland Region","8","9","2","715","0.3%",""
"Shelby County (Memphis)","1","5","0","40","0.0%",""
"Nashville-Davidson County","5","6","27","950","2.8%","higher"
"Northeast Region","2","2","0","142","0.0%",""
"South Central Region","3","3","0","188","0.0%",""
"Southeast Region","4","4","0","589","0.0%","lower"
"Sullivan County (Tri-Cities)","1","1","0","111","0.0%",""
"Upper Cumberland Region","5","5","0","551","0.0%","lower"
"West Tennessee Region","5","6","1","208","0.5%",""

