"Hamilton County (Chattanooga)","3","4",".0","610","0.0%","lower"
"East Tennessee Region","5","7",".26","1972","1.3%","higher"
"Jackson-Madison County","0","1",".0","0","0.0%","n/a"
"Knoxville-Knox County","2","3",".9","495","1.8%","higher"
"Mid-Cumberland Region","7","11",".5","1111","0.5%",""
"Shelby County (Memphis)","9","12",".9","1153","0.8%",""
"Nashville-Davidson County","2","5",".1","651","0.2%",""
"Northeast Region","3","3",".0","272","0.0%",""
"South Central Region","3","3",".1","229","0.4%",""
"Southeast Region","4","5",".0","434","0.0%",""
"Sullivan County (Tri-Cities)","1","1",".0","366","0.0%",""
"Upper Cumberland Region","4","4",".2","535","0.4%",""
"West Tennessee Region","6","6",".1","352","0.3%",""

