"Hamilton County (Chattanooga)","4","4","0","681","0.0%","lower"
"East Tennessee Region","8","8","48","3114","1.5%","higher"
"Jackson-Madison County","1","1","36","466","7.7%","higher"
"Knoxville-Knox County","4","4","0","1550","0.0%","lower"
"Mid-Cumberland Region","7","9","4","993","0.4%","lower"
"Shelby County (Memphis)","1","4","0","64","0.0%",""
"Nashville-Davidson County","3","6","20","839","2.4%","higher"
"Northeast Region","2","3","0","143","0.0%",""
"South Central Region","3","3","1","249","0.4%",""
"Southeast Region","3","4","0","408","0.0%","lower"
"Sullivan County (Tri-Cities)","2","2","0","525","0.0%","lower"
"Upper Cumberland Region","4","5","0","640","0.0%","lower"
"West Tennessee Region","6","6","0","328","0.0%",""

