"Hamilton County (Chattanooga)","3","4","1","353","0.3%","lower"
"East Tennessee Region","7","8","54","2399","2.3%",""
"Jackson-Madison County","1","1","41","477","8.6%","higher"
"Knoxville-Knox County","4","4","3","1622","0.2%","lower"
"Mid-Cumberland Region","8","9","8","1017","0.8%","lower"
"Shelby County (Memphis)","2","4","6","214","2.8%",""
"Nashville-Davidson County","3","6","67","1227","5.5%","higher"
"Northeast Region","3","3","1","544","0.2%","lower"
"South Central Region","3","3","0","253","0.0%","lower"
"Southeast Region","3","4","8","388","2.1%",""
"Sullivan County (Tri-Cities)","2","2","0","518","0.0%","lower"
"Upper Cumberland Region","4","5","6","633","0.9%",""
"West Tennessee Region","5","6","1","337","0.3%","lower"

