"Hamilton County (Chattanooga)","2","4",".2","331","0.6%","lower"
"East Tennessee Region","7","9",".331","2347","14.1%","higher"
"Jackson-Madison County","1","1",".15","447","3.4%","lower"
"Knoxville-Knox County","3","3",".107","1421","7.5%",""
"Mid-Cumberland Region","9","15",".4","648","0.6%","lower"
"Shelby County (Memphis)","1","4",".2","127","1.6%","lower"
"Nashville-Davidson County","3","10",".26","316","8.2%",""
"Northeast Region","4","5",".5","274","1.8%","lower"
"South Central Region","3","3",".0","86","0.0%","lower"
"Southeast Region","2","4",".23","326","7.1%",""
"Sullivan County (Tri-Cities)","2","3",".26","243","10.7%",""
"Upper Cumberland Region","4","4",".1","235","0.4%","lower"
"West Tennessee Region","6","6",".0","141","0.0%","lower"

