"Hamilton County (Chattanooga)","4","4",".5","774","0.7%","lower"
"East Tennessee Region","6","7",".99","1576","6.3%","higher"
"Jackson-Madison County","0","2",".0","0","0.0%","n/a"
"Knoxville-Knox County","2","3",".28","1755","1.6%","lower"
"Mid-Cumberland Region","9","11",".11","828","1.3%","lower"
"Shelby County (Memphis)","7","12",".112","1536","7.3%","higher"
"Nashville-Davidson County","2","6",".18","614","2.9%",""
"Northeast Region","4","5",".6","315","1.9%",""
"South Central Region","3","3",".2","195","1.0%",""
"Southeast Region","4","4",".10","469","2.1%",""
"Sullivan County (Tri-Cities)","0","1",".0","0","0.0%","n/a"
"Upper Cumberland Region","4","4",".2","500","0.4%","lower"
"West Tennessee Region","6","6",".1","249","0.4%","lower"

