"Hamilton County (Chattanooga)","4","4",".3","885","0.3%","lower"
"East Tennessee Region","8","8",".90","2696","3.3%","higher"
"Jackson-Madison County","1","2",".5","537","0.9%",""
"Knoxville-Knox County","4","4",".24","1975","1.2%",""
"Mid-Cumberland Region","8","10",".8","837","1.0%",""
"Shelby County (Memphis)","1","5",".1","68","1.5%",""
"Nashville-Davidson County","4","6",".9","986","0.9%",""
"Northeast Region","3","3",".0","240","0.0%",""
"South Central Region","3","3",".0","200","0.0%",""
"Southeast Region","4","5",".5","513","1.0%",""
"Sullivan County (Tri-Cities)","1","2",".0","375","0.0%","lower"
"Upper Cumberland Region","4","4",".0","557","0.0%","lower"
"West Tennessee Region","5","6",".0","319","0.0%","lower"

