"Chattanooga-Hamilton County","5","5","1","702","0.1%",""
"East Tennessee Region","3","7","0","317","0.0%",""
"Jackson-Madison County","1","1","5","918","0.5%",""
"Knoxville-Knox County","2","4","0","666","0.0%",""
"Mid-Cumberland Region","6","11","3","837","0.4%",""
"Memphis-Shelby County","3","9","0","339","0.0%",""
"Nashville-Davidson County","6","6","18","1752","1.0%","higher"
"Northeast Region","1","3","0","244","0.0%",""
"South Central Region","3","3","0","260","0.0%",""
"Southeast Region","3","5","2","665","0.3%",""
"Sullivan County","0","2","0","0","0.0%",""
"Upper Cumberland Region","5","5","0","954","0.0%",""
"West Tennessee Region","6","6","1","620","0.2%",""

