"Chattanooga-Hamilton County","3","4","13","647","2.0%","lower"
"East Tennessee Region","7","7","176","4511","3.9%",""
"Jackson-Madison County","1","1","59","1342","4.4%",""
"Knoxville-Knox County","3","5","101","1093","9.2%","higher"
"Mid-Cumberland Region","9","10","88","1806","4.9%","higher"
"Memphis-Shelby County","2","2","9","754","1.2%","lower"
"Nashville-Davidson County","2","4","78","1243","6.3%","higher"
"Northeast Region","3","3","4","675","0.6%","lower"
"South Central Region","1","3","1","112","0.9%",""
"Southeast Region","3","5","33","930","3.5%",""
"Sullivan County","1","2","0","225","0.0%","lower"
"Upper Cumberland Region","4","5","34","1243","2.7%","lower"
"West Tennessee Region","5","6","9","1008","0.9%","lower"

