"Hamilton County (Chattanooga)","2","4.","2","570","0.4%",""
"East Tennessee Region","4","9.","12","1401","0.9%",""
"Jackson-Madison County","1","1.","12","571","2.1%","higher"
"Knoxville-Knox County","1","3.","5","87","5.8%","higher"
"Mid-Cumberland Region","9","14.","1","1016","0.1%","lower"
"Shelby County (Memphis)","2","4.","0","165","0.0%",""
"Nashville-Davidson County","5","11.","1","1133","0.1%","lower"
"Northeast Region","2","5.","0","140","0.0%",""
"South Central Region","3","3.","0","192","0.0%",""
"Southeast Region","3","4.","0","463","0.0%",""
"Sullivan County (Tri-Cities)","1","2.","9","59","15.3%","higher"
"Upper Cumberland Region","4","4.","0","387","0.0%",""
"West Tennessee Region","6","6.","0","308","0.0%",""

