"Hamilton County (Chattanooga)","4","4",".19","435","4.4%","lower"
"East Tennessee Region","7","7",".337","2692","12.5%","higher"
"Jackson-Madison County","1","1",".2","348","0.6%","lower"
"Knoxville-Knox County","3","4",".28","650","4.3%","lower"
"Mid-Cumberland Region","6","10",".2","135","1.5%","lower"
"Shelby County (Memphis)","1","4",".0","0","0.0%","n/a"
"Nashville-Davidson County","4","5",".30","271","11.1%","higher"
"Northeast Region","3","3",".1","194","0.5%","lower"
"South Central Region","2","3",".0","38","0.0%",""
"Southeast Region","5","5",".0","432","0.0%","lower"
"Sullivan County (Tri-Cities)","1","2",".0","173","0.0%","lower"
"Upper Cumberland Region","4","4",".0","281","0.0%","lower"
"West Tennessee Region","6","6",".5","223","2.2%","lower"

