"Chattanooga-Hamilton County","4","5","0","589","0.0%","lower"
"East Tennessee Region","7","7","25","2496","1.0%","lower"
"Jackson-Madison County","1","1","41","923","4.4%","higher"
"Knoxville-Knox County","3","3","14","1210","1.2%",""
"Mid-Cumberland Region","8","10","6","500","1.2%",""
"Memphis-Shelby County","2","5","3","649","0.5%","lower"
"Nashville-Davidson County","4","6","61","798","7.6%","higher"
"Northeast Region","1","3","5","77","6.5%","higher"
"South Central Region","3","3","0","316","0.0%","lower"
"Southeast Region","4","4","12","509","2.4%",""
"Sullivan County","1","2","7","208","3.4%",""
"Upper Cumberland Region","3","5","1","603","0.2%","lower"
"West Tennessee Region","6","6","0","408","0.0%","lower"

