"Hamilton County (Chattanooga)","3","4","1","521","0.2%","lower"
"East Tennessee Region","8","8","74","3463","2.1%","higher"
"Jackson-Madison County","1","1","26","487","5.3%","higher"
"Knoxville-Knox County","5","4","6","2036","0.3%","lower"
"Mid-Cumberland Region","8","9","11","1203","0.9%",""
"Shelby County (Memphis)","1","4","0","64","0.0%",""
"Nashville-Davidson County","5","6","46","1533","3.0%","higher"
"Northeast Region","3","2","4","506","0.8%",""
"South Central Region","2","3","0","205","0.0%",""
"Southeast Region","4","4","23","875","2.6%","higher"
"Sullivan County (Tri-Cities)","2","2","0","529","0.0%","lower"
"Upper Cumberland Region","4","5","3","669","0.4%","lower"
"West Tennessee Region","4","6","1","284","0.4%",""

