"Hamilton County (Chattanooga)","4","4","6","560","1.1%","lower"
"East Tennessee Region","6","8","312","2443","12.8%","higher"
"Jackson-Madison County","1","1","5","283","1.8%","lower"
"Knoxville-Knox County","4","4","11","617","1.8%","lower"
"Mid-Cumberland Region","10","10","6","391","1.5%","lower"
"Shelby County (Memphis)","8","10","164","1318","12.4%","higher"
"Nashville-Davidson County","5","6","22","606","3.6%","lower"
"Northeast Region","2","3","2","143","1.4%","lower"
"South Central Region","3","3","1","209","0.5%","lower"
"Southeast Region","4","5","17","386","4.4%",""
"Sullivan County (Tri-Cities)","2","2","2","339","0.6%","lower"
"Upper Cumberland Region","4","4","2","348","0.6%","lower"
"West Tennessee Region","6","6","1","306","0.3%","lower"

