"Chattanooga-Hamilton County","4","5","2","460","0.4%",""
"East Tennessee Region","5","7","8","1954","0.4%",""
"Jackson-Madison County","1","1","19","883","2.2%","higher"
"Knoxville-Knox County","2","4","0","368","0.0%",""
"Mid-Cumberland Region","9","12","8","712","1.1%",""
"Memphis-Shelby County","2","9","0","123","0.0%",""
"Nashville-Davidson County","3","6","15","677","2.2%","higher"
"Northeast Region","1","3","0","202","0.0%",""
"South Central Region","3","3","0","240","0.0%",""
"Southeast Region","2","5","0","131","0.0%",""
"Sullivan County","1","2","0","249","0.0%",""
"Upper Cumberland Region","4","5","1","630","0.2%",""
"West Tennessee Region","6","6","1","599","0.2%",""

