"Hamilton County (Chattanooga)","3","4","4","415","1.0%",""
"East Tennessee Region","6","7","112","2137","5.2%","higher"
"Jackson-Madison County","1","1","15","581","2.6%",""
"Knoxville-Knox County","4","4","13","1718","0.8%","lower"
"Mid-Cumberland Region","10","10","51","1244","4.1%","higher"
"Shelby County (Memphis)","3","10","10","871","1.1%","lower"
"Nashville-Davidson County","3","6","18","895","2.0%",""
"Northeast Region","2","3","0","203","0.0%","lower"
"South Central Region","2","3","1","134","0.7%",""
"Southeast Region","5","5","9","760","1.2%","lower"
"Sullivan County (Tri-Cities)","2","2","1","528","0.2%","lower"
"Upper Cumberland Region","4","4","3","603","0.5%","lower"
"West Tennessee Region","5","6","0","344","0.0%","lower"

