"Hamilton County (Chattanooga)","3","4",".5","661","0.8%","lower"
"East Tennessee Region","5","7",".83","1313","6.3%",""
"Jackson-Madison County","1","1",".172","700","24.6%","higher"
"Knoxville-Knox County","2","3",".23","871","2.6%","lower"
"Mid-Cumberland Region","6","15",".5","558","0.9%","lower"
"Shelby County (Memphis)","10","11",".83","1433","5.8%",""
"Nashville-Davidson County","3","9",".5","206","2.4%",""
"Northeast Region","2","4",".2","114","1.8%",""
"South Central Region","3","3",".3","200","1.5%","lower"
"Southeast Region","3","5",".5","305","1.6%","lower"
"Sullivan County (Tri-Cities)","0","1",".0","0","0.0%","n/a"
"Upper Cumberland Region","3","4",".0","521","0.0%","lower"
"West Tennessee Region","6","6",".0","401","0.0%","lower"

