"Hamilton County (Chattanooga)","2","4",".0","471","0.0%","lower"
"East Tennessee Region","6","7",".2","2299","0.1%","lower"
"Jackson-Madison County","1","1",".45","586","7.7%","higher"
"Knoxville-Knox County","2","3",".9","1195","0.8%",""
"Mid-Cumberland Region","5","11",".1","845","0.1%","lower"
"Shelby County (Memphis)","8","12",".62","1136","5.5%","higher"
"Nashville-Davidson County","3","7",".7","786","0.9%",""
"Northeast Region","2","4",".0","121","0.0%",""
"South Central Region","3","3",".0","242","0.0%",""
"Southeast Region","4","5",".0","417","0.0%","lower"
"Sullivan County (Tri-Cities)","1","1",".0","392","0.0%","lower"
"Upper Cumberland Region","4","4",".0","535","0.0%","lower"
"West Tennessee Region","6","6",".0","361","0.0%","lower"

