"Hamilton County (Chattanooga)","4","4","2","505","0.4%",""
"East Tennessee Region","8","8","67","3517","1.9%","higher"
"Jackson-Madison County","1","1","8","516","1.6%",""
"Knoxville-Knox County","4","4","3","982","0.3%","lower"
"Mid-Cumberland Region","7","9","2","852","0.2%","lower"
"Shelby County (Memphis)","0","4","0","0","0.0%",""
"Nashville-Davidson County","5","6","32","1362","2.3%","higher"
"Northeast Region","2","2","0","309","0.0%",""
"South Central Region","3","3","0","273","0.0%",""
"Southeast Region","4","4","7","736","1.0%",""
"Sullivan County (Tri-Cities)","2","2","0","538","0.0%","lower"
"Upper Cumberland Region","4","5","2","569","0.4%",""
"West Tennessee Region","6","6","0","364","0.0%","lower"

