"Chattanooga-Hamilton County","3","5","2","510","0.4%","lower"
"East Tennessee Region","7","7","209","3472","6.0%","higher"
"Jackson-Madison County","1","1","67","996","6.7%","higher"
"Knoxville-Knox County","3","3","38","1214","3.1%","lower"
"Mid-Cumberland Region","10","10","58","1221","4.8%",""
"Memphis-Shelby County","2","5","0","650","0.0%","lower"
"Nashville-Davidson County","3","6","122","1408","8.7%","higher"
"Northeast Region","1","3","0","221","0.0%","lower"
"South Central Region","3","3","0","305","0.0%","lower"
"Southeast Region","4","4","56","989","5.7%",""
"Sullivan County","1","2","5","246","2.0%",""
"Upper Cumberland Region","5","5","17","790","2.2%","lower"
"West Tennessee Region","6","6","2","369","0.5%","lower"

