Hamilton County (Chattanooga),4,4,.,1,700,0.1%
East Tennessee Region,6,7,.,0,1918,0.0%
Jackson-Madison County,1,2,.,1,458,0.2%
Knoxville-Knox County,2,4,.,2,993,0.2%
Mid-Cumberland Region,5,10,.,1,723,0.1%
Shelby County (Memphis),0,5,.,0,0,0.0% n/a
Nashville-Davidson County,3,5,.,4,706,0.6% higher
Northeast Region,2,3,.,0,123,0.0%
South Central Region,2,3,.,0,133,0.0%
Southeast Region,5,5,.,0,744,0.0%
Sullivan County (Tri-Cities),2,2,.,0,332,0.0%
Upper Cumberland Region,4,4,.,1,472,0.2%
West Tennessee Region,5,6,.,2,224,0.9% higher
