"Hamilton County (Chattanooga)","3","4",".8","409","2.0%",""
"East Tennessee Region","4","7",".9","1256","0.7%",""
"Jackson-Madison County","2","2",".18","625","2.9%","higher"
"Knoxville-Knox County","1","4",".15","970","1.6%",""
"Mid-Cumberland Region","8","10",".17","1046","1.6%",""
"Shelby County (Memphis)","1","5",".0","12","0.0%",""
"Nashville-Davidson County","2","5",".1","96","1.0%",""
"Northeast Region","3","3",".4","157","2.6%",""
"South Central Region","3","3",".1","203","0.5%",""
"Southeast Region","3","5",".5","497","1.0%",""
"Sullivan County (Tri-Cities)","0","2",".0","0","0.0%","n/a"
"Upper Cumberland Region","3","4",".0","370","0.0%","lower"
"West Tennessee Region","4","6",".1","190","0.5%",""

