"Hamilton County (Chattanooga)","4","4",".3","905","0.3%","lower"
"East Tennessee Region","4","7",".71","1615","4.4%","higher"
"Jackson-Madison County","0","2",".0","0","0.0%","n/a"
"Knoxville-Knox County","2","4",".26","1627","1.6%",""
"Mid-Cumberland Region","5","10",".5","287","1.7%",""
"Shelby County (Memphis)","4","5",".5","860","0.6%","lower"
"Nashville-Davidson County","2","5",".3","151","2.0%",""
"Northeast Region","2","3",".1","156","0.6%",""
"South Central Region","3","3",".0","176","0.0%",""
"Southeast Region","5","5",".11","917","1.2%",""
"Sullivan County (Tri-Cities)","1","2",".0","376","0.0%","lower"
"Upper Cumberland Region","3","4",".1","440","0.2%","lower"
"West Tennessee Region","3","6",".3","180","1.7%",""

