"Hamilton County (Chattanooga)","4","4","1","639","0.2%",""
"East Tennessee Region","6","7","2","2329","0.1%","lower"
"Jackson-Madison County","0","0","0","0","0.0%",""
"Knoxville-Knox County","3","4","3","933","0.3%",""
"Mid-Cumberland Region","8","9","2","1206","0.2%",""
"Shelby County (Memphis)","1","5","0","45","0.0%",""
"Nashville-Davidson County","6","6","27","1998","1.4%","higher"
"Northeast Region","2","2","0","263","0.0%",""
"South Central Region","3","3","0","274","0.0%",""
"Southeast Region","4","4","0","781","0.0%",""
"Sullivan County (Tri-Cities)","1","1","0","204","0.0%",""
"Upper Cumberland Region","3","5","0","480","0.0%",""
"West Tennessee Region","6","6","0","360","0.0%",""

