"Chattanooga-Hamilton County","5","5","1","690","0.1%","lower"
"East Tennessee Region","6","7","13","3537","0.4%","lower"
"Jackson-Madison County","1","1","34","1060","3.2%","higher"
"Knoxville-Knox County","3","4","4","1177","0.3%","lower"
"Mid-Cumberland Region","9","12","14","1031","1.4%",""
"Memphis-Shelby County","4","9","6","630","1.0%",""
"Nashville-Davidson County","5","6","51","1673","3.0%","higher"
"Northeast Region","2","3","2","274","0.7%",""
"South Central Region","2","3","0","228","0.0%",""
"Southeast Region","5","5","2","855","0.2%","lower"
"Sullivan County","1","2","0","252","0.0%",""
"Upper Cumberland Region","3","5","1","332","0.3%",""
"West Tennessee Region","4","6","0","252","0.0%",""

