Bar0, 618
Bar1, 707
Bar2, 1000
Bar3, 859
Bar4, 932
Bar5, 1005
Bar6, 1335
Bar7, 1356
Bar8, 1827
Bar9, 3319
Bar10, 2895
Bar11, 3482
Bar12, 3272
Bar13, 3445
Bar14, 3921
Bar15, 4728
Bar16, 4801
Bar17, 4398
Bar18, 3503
Bar19, 3387
Bar20, 4120
Bar21, 5037
Bar22, 4304
Bar23, 3136
Bar24, 2230
Bar25, 1827
Bar26, 1366
Bar27, 1424
Bar28, 1141
Bar29, 555
Bar30, 183
Bar31, 141
Bar32, 94
Bar33, 215
Bar34, 168
Bar35, 99
Bar36, 94
Bar37, 126
Bar38, 152
Bar39, 183
Bar40, 178
Bar41, 105
Bar42, 105
Bar43, 73
Bar44, 168
Bar45, 47
Bar46, 79
Bar47, 73
