id,x,y
26,292,6
26,292,7
26,299,14
26,299,15
26,305,21
26,311,29
26,318,36
26,325,45
26,327,46
26,332,53
26,333,53
26,336,57
26,340,60
26,340,61
26,376,100
26,376,101
26,399,124
26,399,125
26,450,179
26,450,180
26,460,190
26,460,191
26,464,194
26,464,195
26,470,201
26,476,209
26,480,216
26,482,217
26,482,219
26,490,231
26,488,229
26,482,217
26,479,214
26,472,203
26,464,195
26,458,187
26,411,137
26,411,136
26,409,135
26,408,133
26,407,133
26,386,111
26,386,110
26,364,87
26,364,86
26,355,77
26,355,76
26,347,68
26,347,67
26,346,67
26,344,64
26,340,61
26,340,60
26,331,51
26,331,50
26,323,42
26,317,34
26,292,7
