"X0","Incidence.Rate..c.","Lab.Confirm.Incidence.rate","X.SD.D..x100..e.","CFR..f.","ID","Country.or.Subregion","Country_sp","Deaths","EW","Iso3166","Confirmed","Epidemiological.Week..a.","Number.of.Records","Population.x.1000","Serotype","Severe.Dengue..d.","Total.of.Dengue.Cases..b.","Type","Year"
0,"","",NA,NA,1,"Canada","Canadá",0,15,124,0,"15",1,0,"  ",0,0,"Preliminar",2017
0,"0.01","0.01",0,0,1,"United States of America","Estados Unidos de América",0,15,840,23,"15",1,324460,"DEN",0,23,"Preliminar",2017
0,"380.53","3.73",0.14015417,0,2,"Belize","Belice",0,15,84,14,"15",1,375,"DEN",2,1427,"Preliminar",2017
0,"26.54","",0,0,2,"Costa Rica","Costa Rica",0,15,188,NA,"15",1,4906,"DEN 1,2",0,1302,"final",2017
0,"16.62","0.50",0,0,2,"El Salvador","El Salvador",0,15,222,32,"15",1,6378,"DEN 2",0,1060,"Preliminar",2017
0,"3.83","",0,0,2,"Guatemala","Guatemala",0,15,320,NA,"15",1,16914,"DEN 1,2,3,4",0,647,"Preliminar",2017
0,"16.71","",1.744186047,0,2,"Honduras","Honduras",0,15,340,NA,"15",1,9265,"DEN 1,2,3",27,1548,"Preliminar",2017
0,"6.37","0.66",0.474337144,0.012,2,"Mexico","México",1,15,484,854,"15",1,129163,"DEN 1,2,3",39,8222,"Preliminar",2017
0,"273.35","14.57",NA,0.006,2,"Nicaragua","Nicaragua",1,15,558,906,"15",1,6218,"DEN 2",NA,16997,"Preliminar",2017
0,"52.84","21.10",0.323176362,0,2,"Panama","Panamá",0,15,591,865,"15",1,4099,"DEN 1,2",7,2166,"Preliminar",2017
0,"61.56","6.80",0.440917108,0.029,3,"Bolivia","Bolivia",2,15,68,751,"15",1,11052,"DEN",30,6804,"Preliminar",2017
0,"20.18","5.70",1.100898899,0,3,"Colombia","Colombia",0,15,170,2799,"15",1,49066,"DEN 1,2,3,4",109,9901,"Preliminar",2017
0,"31.22","31.22",0.077056444,0.039,3,"Ecuador","Ecuador",2,15,218,5191,"15",1,16625,"DEN",4,5191,"Preliminar",2017
0,"49.89","14.73",0.31779661,0.087,3,"Peru","Perú",14,15,604,4738,"15",1,32165,"DEN 2,3",51,16048,"Preliminar",2017
0,"7.81","",3.924709652,0,3,"Venezuela","Venezuela",0,15,862,NA,"15",1,31977,"DEN",98,2497,"Preliminar",2017
0,"0.54","0.21",0,0,4,"Argentina","Argentina",0,15,32,91,"15",1,44271,"DEN 1,3",0,237,"Preliminar",2017
0,"54.17","0.41",0.050272973,0.015,4,"Brazil","Brasil",17,15,76,867,"15",1,209288,"DEN 1,2,3,4",57,113381,"Preliminar",2017
0,"117.19","2.25",0.012528188,0,4,"Paraguay","Paraguay",0,15,600,153,"15",1,6811,"DEN 1",1,7982,"Preliminar",2017
0,"0.00","0.00",NA,NA,4,"Uruguay","Uruguay",0,15,858,0,"15",1,3457,"  ",0,0,"Preliminar",2017
0,"2.60","0.03",4.285714286,0,5,"Dominican Republic","República Dominicana",0,15,214,3,"15",1,10767,"DEN",12,280,"Preliminar",2017
0,"0.22","0.22",0,0,5,"Puerto Rico","Puerto Rico",0,15,630,8,"15",1,3663,"DEN 2",0,8,"Preliminar",2017
0,"0.98","0.98",0,0,6,"Virgin Islands (US)","Islas Vírgenes (EUA)",0,15,850,1,"15",1,102,"DEN",0,1,"Preliminar",2017
0,"88.24","11.76",0,NA,6,"Anguilla","Anguila",NA,15,660,2,"12",1,17,"DEN",0,15,"Preliminar",2017
0,"1.05","0.00",0,0,6,"Antigua and Barbuda","Antigua y Barbuda",0,15,28,0,"15",1,95,"DEN",0,1,"Preliminar",2017
0,"152.17","13.91",0,NA,6,"Aruba","Aruba",NA,15,533,16,"8",1,115,"DEN",0,175,"Preliminar",2017
0,"0.00","0.00",NA,NA,6,"Bahamas","Bahamas",0,15,44,0,"12",1,395,"  ",0,0,"Preliminar",2017
0,"32.88","7.19",0,0,6,"Barbados","Barbados",0,15,52,21,"12",1,292,"DEN",0,96,"Preliminar",2017
0,"0.00","0.00",NA,NA,6,"Bermuda","Bermuda",0,15,60,0,"15",1,71,"  ",0,0,"Preliminar",2017
0,"45.71","45.71",0,0,6,"Virgin Islands (UK)","Islas Vírgenes (RU)",0,15,92,16,"12",1,35,"DEN",0,16,"Preliminar",2017
0,"10.34","0.00",0,0,6,"Cayman Islands","Islas Caimán",0,15,136,0,"12",1,58,"DEN",0,6,"Preliminar",2017
0,"13.51","0.00",0,0,6,"Dominica","Dominica",0,15,212,0,"8",1,74,"DEN",0,10,"Preliminar",2017
0,"15.18","15.18",0,0,6,"Grenada","Granada",0,15,308,17,"8",1,112,"DEN",0,17,"Preliminar",2017
0,"10.00","0.00",0,0,6,"Guadeloupe","Guadalupe",0,15,312,0,"14",1,450,"DEN",0,45,"Preliminar",2017
0,"0.87","0.00",0,0,6,"Jamaica","Jamaica",0,15,388,0,"15",1,2890,"DEN",0,25,"Preliminar",2017
0,"13.51","0.00",0,0,6,"Martinique","Martinica",0,15,474,0,"15",1,385,"  ",0,52,"Preliminar",2017
0,"0.00","0.00",NA,NA,6,"Montserrat","Montserrat",0,15,500,0,"15",1,5,"  ",0,0,"Preliminar",2017
0,"177.78","0.00",0,0,6,"Saint Barthelemy","San Bartolomé",0,15,652,0,"15",1,9,"DEN",0,16,"Preliminar",2017
0,"6.67","6.67",0,0,6,"Saint Lucia","Santa Lucía",0,15,662,11,"12",1,165,"DEN",0,11,"Preliminar",2017
0,"147.62","0.00",0,0,6,"Saint Martin","Isla de San Martín (Francia)",0,15,663,0,"15",1,42,"DEN",0,62,"Preliminar",2017
0,"1.96","0.00",0,0,6,"Saint Vincent and the Grenadines","San Vicente y las Granadinas",0,15,670,0,"15",1,102,"DEN",0,2,"Preliminar",2017
0,"4.46","0.00",0,0,6,"Trinidad and Tobago","Trinidad y Tobago",0,15,780,0,"15",1,1369,"DEN",0,61,"Preliminar",2017
0,"39.62","39.62",0,0,6,"Turks and Caicos Islands","Islas Turcas y Caicos",0,15,796,21,"8",1,53,"DEN",0,21,"Preliminar",2017
0,"","",NA,NA,6,"French Guiana","Guayana Francesa",NA,15,254,NA,"-",1,283,"  ",NA,NA,"Preliminar",2017
0,"","",NA,NA,6,"Haiti","Haití",NA,15,332,NA,"-",1,10981,"  ",NA,NA,"Preliminar",2017
0,"","",NA,NA,6,"Guyana","Guyana",NA,15,328,NA,"-",1,778,"  ",NA,NA,"Preliminar",2017
0,"","",NA,NA,4,"Chile","Chile",NA,15,152,NA,"-",1,18055,"  ",NA,NA,"Preliminar",2017
0,"","",NA,NA,6,"Suriname","Suriname",NA,15,740,NA,"-",1,563,"  ",NA,NA,"Preliminar",2017
0,"","",NA,NA,6,"Bonaire, Saint Eustatius and Saba","Bonaire, San Eustaquio y Saba",NA,15,535,NA,"-",1,26,"  ",NA,NA,"Preliminar",2017
0,"","",NA,NA,6,"Curaçao","Curazao",NA,15,531,NA,"-",1,150,"  ",NA,NA,"Preliminar",2017
0,"","",NA,NA,5,"Cuba","Cuba",NA,15,192,NA,"-",1,11485,"  ",NA,NA,"Preliminar",2017
0,"","",NA,NA,6,"Saint Kitts and Nevis","Saint Kitts y Nevis",NA,15,659,NA,"-",1,53,"  ",NA,NA,"Preliminar",2017
0,"0.01","0.01",0,0,1,"North America","América del Norte",0,15,NA,23,"-",1,324460,"  ",0,23,"Preliminar",2017
0,"28.70","9.57",0.722039514,0.045,3,"Andean Subregion","Subregión Andina",18,15,NA,13479,"-",1,140885,"  ",292,40441,"Preliminar",2017
0,"9.25","1.54",0,0,6,"Non-Latin Caribbean","Caribe No Latino",0,15,NA,105,"-",1,6836,"  ",0,632,"Preliminar",2017
0,"2.00","0.08",4.166666667,0,5,"Latin Caribbean","Caribe Latino",0,15,NA,11,"-",1,14430,"  ",12,288,"Preliminar",2017
0,"18.82","1.51",0.224759507,0.006,2,"Central America Ithsmus and Mexico","Istmo Centroamericano y México",2,15,NA,2671,"-",1,177318,"  ",75,33369,"Preliminar",2017
0,"46.09","0.42",0.047697368,0.014,4,"Southern Cone","Cono Sur",17,15,NA,1111,"-",1,263827,"  ",58,121600,"Preliminar",2017
0,"21.16","1.88",0.222558352,0.019,7,"The Americas","Las Américas",37,15,NA,17400,"-",1,927756,"  ",437,196353,"Preliminar",2017
