"X0","Incidence.Rate..c.","Lab.Confirm.Incidence.rate","X.SD.D..x100..e.","CFR..f.","ID","Country.or.Subregion","Country_sp","Deaths","EW","Iso3166","Confirmed","Epidemiological.Week..a.","Number.of.Records","Population.x.1000","Serotype","Severe.Dengue..d.","Total.of.Dengue.Cases..b.","Type","Year"
0,"8.74","8.74",0,0,6,"Virgin Islands (US)","Islas Vírgenes (EUA)",0,16,850,9,"16",1,103,"DEN",0,9,"final",2016
0,"506.22","34.01",0,0.047,4,"Paraguay","Paraguay",16,16,600,2287,"16",1,6725,"DEN 1,3,4",0,34043,"Final",2016
0,"94.09","33.41",1.317197842,0.011,3,"Colombia","Colombia",5,16,170,16256,"16",1,48654,"DEN 1,2,3,4",603,45779,"final",2016
0,"52.56","19.55",0.32930188,0.114,3,"Peru","Perú",19,16,604,6211,"16",1,31774,"DEN 1,2, 3",55,16702,"final",2016
0,"138.95","71.53",0,0,4,"Argentina","Argentina",0,16,32,31363,"16",1,43847,"DEN 1,4",0,60925,"Final",2016
0,"","",NA,NA,1,"Canada","Canadá",0,16,124,0,"16",1,0,"  ",0,0,"Final",2016
0,"9.57","2.13",0,0,6,"Antigua and Barbuda","Antigua y Barbuda",0,16,28,2,"16",1,94,"DEN",0,9,"Preliminar",2016
0,"7.38","0.00",0,0,6,"Bahamas","Bahamas",0,16,44,0,"12",1,393,"DEN",0,29,"Preliminar",2016
0,"69.42","69.42",0,0,6,"Barbados","Barbados",0,16,52,202,"4",1,291,"DEN",0,202,"Preliminar",2016
0,"1.41","0.00",0,0,6,"Bermuda","Bermuda",0,16,60,0,"16",1,71,"DEN",0,1,"Preliminar",2016
0,"382.90","55.51",0.030407675,0.017,4,"Brazil","Brasil",140,16,76,116330,"13",1,209568,"DEN 1,2,3,4",244,802429,"Preliminar",2016
0,"42.11","1.75",0,0,6,"Cayman Islands","Islas Caimán",0,16,136,1,"16",1,57,"DEN 3",0,24,"Preliminar",2016
0,"0.22","0.00",0,0,4,"Chile","Chile",0,16,152,0,"8",1,18132,"DEN 1",0,40,"Preliminar",2016
0,"140.40","0.00",0,0,2,"Costa Rica","Costa Rica",0,16,188,0,"16",1,4857,"DEN 1,2,3",0,6819,"Final",2016
0,"10.60","10.60",0,0,5,"Cuba","Cuba",0,16,192,1208,"11",1,11393,"DEN 2,3",0,1208,"Preliminar",2016
0,"247.30","0.00",0,0,6,"Dominica","Dominica",0,16,212,0,"16",1,74,"DEN",0,183,"Preliminar",2016
0,"34.98","0.00",11.22147651,0.564,5,"Dominican Republic","República Dominicana",21,16,214,0,"16",1,10649,"DEN",418,3725,"Preliminar",2016
0,"26.31","28.25",0.324750638,0,3,"Ecuador","Ecuador",0,16,218,4629,"15",1,16385,"DEN 1,2,4",14,4311,"Preliminar",2016
0,"63.07","0.98",2.038183695,0,2,"El Salvador","El Salvador",0,16,222,60,"16",1,6146,"DEN 2",79,3876,"Final",2016
0,"228.26","5.43",0,0,6,"French Guiana","Guayana Francesa",0,16,254,15,"14",1,276,"DEN 1,2",0,630,"Preliminar",2016
0,"18.02","4.50",0,0,6,"Grenada","Granada",0,16,308,5,"12",1,111,"DEN 1",0,20,"Preliminar",2016
0,"27.60","4.88",0,0,6,"Guadeloupe","Guadalupe",0,16,312,23,"16",1,471,"DEN 1",0,130,"Preliminar",2016
0,"12.91","1.96",0,0,2,"Guatemala","Guatemala",0,16,320,326,"16",1,16673,"DEN 1,2,3,4",0,2152,"Preliminar",2016
0,"39.30","39.30",0,0,6,"Guyana","Guyana",0,16,328,303,"16",1,771,"DEN",0,303,"Preliminar",2016
0,"108.45","0.00",1.801396082,0.011,2,"Honduras","Honduras",1,16,340,0,"16",1,8190,"DEN",160,8882,"Preliminar",2016
0,"20.69","3.25",0.172413793,0,6,"Jamaica","Jamaica",0,16,388,91,"16",1,2803,"DEN 3,4",1,580,"Preliminar",2016
0,"85.35","7.07",0,0,6,"Martinique","Martinica",0,16,474,28,"16",1,396,"DEN 1,2,3",0,338,"Preliminar",2016
0,"17.73","2.46",3.61324271,0.004,2,"Mexico","México",1,16,484,3160,"16",1,128632,"DEN 1,2,3,4",824,22805,"Final",2016
0,"0.00","0.00",NA,NA,6,"Montserrat","Montserrat",0,16,500,0,"12",1,5,"  ",0,0,"Preliminar",2016
0,"220.99","23.43",0,0.052,2,"Nicaragua","Nicaragua",7,16,558,1441,"16",1,6150,"DEN 2",0,13591,"Preliminar",2016
