0,Incidence Rate (c),Lab Confirm Incidence rate,(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Country_sp,Deaths,EW,Iso3166,Confirmed,Epidemiological Week (a),Number of Records,Population x 1000,Serotype,Severe Dengue (d),Total of Dengue Cases (b),Type,Year
0,17.39,6.52,0,0.000,6,Antigua and Barbuda,Antigua y Barbuda,0,35,28,6,28,1,92,DEN,0,16,Preliminar,2015
0,,,,,6,Antigua and Barbuda,Antigua y Barbuda,,35,28,,-,1,95,  ,,,Preliminar,2018
0,39.36,3.19,0,0.000,6,Antigua and Barbuda,Antigua y Barbuda,0,35,28,3,28,1,94,DEN 2,0,37,Preliminar,2016
0,1.05,0.00,0,0.000,6,Antigua and Barbuda,Antigua y Barbuda,0,35,28,0,35,1,95,DEN,0,1,Preliminar,2017
0,1.01,0.00,0,0.000,6,Bahamas,Bahamas,0,35,44,0,35,1,395,DEN,0,4,Preliminar,2017
0,2.32,0.26,0,0.000,6,Bahamas,Bahamas,0,35,44,1,30,1,388,DEN,0,9,Preliminar,2015
0,,,,,6,Bahamas,Bahamas,,35,44,,-,1,395,  ,,,Preliminar,2018
0,226.97,19.34,0,0.000,6,Bahamas,Bahamas,0,35,44,76,29,1,393,DEN,0,892,Preliminar,2016
0,,,,,6,Barbados,Barbados,,35,52,,-,1,292,  ,,,Preliminar,2018
0,33.33,5.50,0,0.000,6,Barbados,Barbados,0,35,52,16,32,1,291,DEN 1,0,97,Preliminar,2015
0,378.35,82.82,0,0.000,6,Barbados,Barbados,0,35,52,241,24,1,291,DEN,0,1101,Preliminar,2016
0,65.75,9.93,0,0.000,6,Barbados,Barbados,0,35,52,29,28,1,292,DEN,0,192,Preliminar,2017
0,665.07,6.93,0.080192462,0.000,2,Belize,Belice,0,35,84,26,35,1,375,DEN,2,2494,Preliminar,2017
0,80.46,31.61,0,0.000,2,Belize,Belice,0,35,84,110,32,1,348,DEN 2,0,280,Preliminar,2015
0,,,,,2,Belize,Belice,,35,84,,-,1,375,  ,,,Preliminar,2018
0,15.26,0.27,0,0.000,2,Belize,Belice,0,35,84,1,32,1,367,DEN 3,0,56,Preliminar,2016
0,,,,,6,Virgin Islands (UK),Islas Vírgenes (RU),,35,92,,-,1,35,  ,,,Preliminar,2018
