"X0","Incidence.Rate..c.","Lab.Confirm.Incidence.rate","X.SD.D..x100..e.","CFR..f.","ID","Country.or.Subregion","Country_sp","Deaths","EW","Iso3166","Confirmed","Epidemiological.Week..a.","Number.of.Records","Population.x.1000","Serotype","Severe.Dengue..d.","Total.of.Dengue.Cases..b.","Type","Year"
0,"1.05",0,0,0,6,"Antigua and Barbuda","Antigua y Barbuda",0,46,28,0,"46",1,95,"DEN",0,1,"Preliminar",2017
0,"3.54",0,0,0,6,"Bahamas","Bahamas",0,46,44,0,"36",1,395,"DEN",0,14,"Preliminar",2017
0,"136.30",29.11,0,0,6,"Barbados","Barbados",0,46,52,85,"40",1,292,"DEN",0,398,"Preliminar",2017
0,"769.33",12.53,0.06932409,0,2,"Belize","Belice",0,46,84,47,"46",1,375,"DEN",2,2885,"Preliminar",2017
0,"120.00",120,0,0,6,"Virgin Islands (UK)","Islas Vírgenes (RU)",0,46,92,42,"32",1,35,"DEN",0,42,"Preliminar",2017
0,"",NA,NA,NA,1,"Canada","Canadá",0,46,124,0,"46",1,0,"  ",0,0,"Preliminar",2017
0,"39.66",0,0,0,6,"Cayman Islands","Islas Caimán",0,46,136,0,"40",1,58,"DEN",0,23,"Preliminar",2017
0,"109.34",NA,0,0,2,"Costa Rica","Costa Rica",0,46,188,NA,"46",1,4906,"DEN 1,2",0,5364,"final",2017
0,"44.59",0,0,0,6,"Dominica","Dominica",0,46,212,0,"28",1,74,"DEN",0,33,"Preliminar",2017
0,"61.74",2.88,0.152361605,0,2,"El Salvador","El Salvador",0,46,222,184,"46",1,6378,"DEN 2",6,3938,"Preliminar",2017
0,"174.11",174.11,0,0,6,"Grenada","Granada",0,46,308,195,"44",1,112,"DEN",0,195,"Preliminar",2017
0,"23.06",8.15,1.820512821,0.359,2,"Guatemala","Guatemala",14,46,320,1378,"46",1,16914,"DEN 1,2,3,4",71,3900,"Preliminar",2017
0,"0.64",0,0,0,6,"Guyana","Guyana",0,46,328,0,"38",1,778,"DEN",0,5,"Preliminar",2017
