0,Incidence Rate (c),Lab Confirm Incidence rate,(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Country_sp,Deaths,EW,Iso3166,Confirmed,Epidemiological Week (a),Number of Records,Population x 1000,Serotype,Severe Dengue (d),Total of Dengue Cases (b),Type,Year
0,0.01,0.00,0,0.000,4,Argentina,Argentina,0,22,32,1,3,1,44271,DEN 1,0,4,Preliminar,2018
0,,,,,1,Canada,Canadá,0,22,124,0,22,1,0,  ,0,0,Preliminar,2017
0,0.01,0.01,0,0.000,1,United States of America,Estados Unidos de América,0,22,840,42,22,1,324460,DEN,0,42,Preliminar,2017
0,461.33,4.80,0.115606936,0.000,2,Belize,Belice,0,22,84,18,22,1,375,DEN,2,1730,Preliminar,2017
0,38.26,,0,0.000,2,Costa Rica,Costa Rica,0,22,188,,22,1,4906,"DEN 1,2",0,1877,final,2017
0,25.62,0.61,0,0.000,2,El Salvador,El Salvador,0,22,222,39,22,1,6378,DEN 2,0,1634,Preliminar,2017
0,6.59,,0,0.000,2,Guatemala,Guatemala,0,22,320,,22,1,16914,"DEN 1,2,3,4",0,1115,Preliminar,2017
0,24.73,0.00,1.833260585,0.000,2,Honduras,Honduras,0,22,340,0,22,1,9265,"DEN 1,2,3",42,2291,Preliminar,2017
0,10.07,1.14,0.530565167,0.023,2,Mexico,México,3,22,484,1474,22,1,129163,"DEN 1,2,3",69,13005,Preliminar,2017
0,427.74,18.93,,0.004,2,Nicaragua,Nicaragua,1,22,558,1177,22,1,6218,DEN 2,,26597,Preliminar,2017
0,62.92,27.40,0.271423032,0.000,2,Panama,Panamá,0,22,591,1123,22,1,4099,"DEN 1,2",7,2579,Preliminar,2017
0,75.04,7.50,0.530567949,0.024,3,Bolivia,Bolivia,2,22,68,829,22,1,11052,DEN,44,8293,Preliminar,2017
0,27.90,8.32,1.037480821,0.029,3,Colombia,Colombia,4,22,170,4084,22,1,49066,"DEN 1,2,3,4",142,13687,Preliminar,2017
0,49.76,49.76,0.096700109,0.060,3,Ecuador,Ecuador,5,22,218,8273,22,1,16625,DEN,8,8273,Preliminar,2017
0,180.82,52.73,0.295730816,0.086,3,Peru,Perú,50,22,604,16960,22,1,32165,"DEN 2,3",172,58161,Preliminar,2017
0,11.01,,4.202157865,0.000,3,Venezuela,Venezuela,0,22,862,,22,1,31977,DEN,148,3522,Preliminar,2017
0,1.23,0.56,0,0.000,4,Argentina,Argentina,0,22,32,249,22,1,44271,"DEN 1,3",0,546,Preliminar,2017
0,68.96,0.55,0.056815820,0.016,4,Brazil,Brasil,23,22,76,1146,19,1,209288,"DEN 1,2,3,4",82,144326,Preliminar,2017
0,0.03,0.03,0,0.000,4,Chile,Chile,0,22,152,5,22,1,18055,"DEN 1,3",0,5,Preliminar,2017
0,21.29,4.02,0,0.000,4,Paraguay,Paraguay,0,22,600,274,22,1,6811,DEN 1,0,1450,Preliminar,2017
0,0.87,0.87,0,0.000,3,Ecuador,Ecuador,0,22,218,144,2,1,16625,DEN,0,144,Preliminar,2018
0,,,,,1,Canada,Canadá,0,22,124,0,3,1,0,  ,0,0,Preliminar,2018
0,1.67,,3.288672351,0.000,3,Colombia,Colombia,0,22,170,,3,1,49066,DEN,27,821,Preliminar,2018
0,0.32,,11.764705882,0.000,5,Dominican Republic,República Dominicana,0,22,214,,3,1,10767,DEN,4,34,Preliminar,2018
0,1.32,1.32,,0.000,4,Paraguay,Paraguay,0,22,600,90,1,1,6811,DEN 1,,90,Preliminar,2018
0,1.66,,1.313320826,0.000,3,Peru,Perú,0,22,604,,2,1,32165,DEN,7,533,Preliminar,2018
0,0.00,0.00,,,5,Puerto Rico,Puerto Rico,0,22,630,0,3,1,3663,  ,0,0,Preliminar,2018
0,0.00,0.00,0,0.000,1,United States of America,Estados Unidos de América,0,22,840,2,3,1,324460,DEN,0,2,Preliminar,2018
0,0.00,0.00,,,4,Uruguay,Uruguay,0,22,858,0,3,1,3457,  ,0,0,Preliminar,2018
0,0.00,0.00,,,4,Uruguay,Uruguay,0,22,858,0,22,1,3457,  ,0,0,Preliminar,2017
0,4.42,0.15,4.411764706,0.000,5,Dominican Republic,República Dominicana,0,22,214,16,22,1,10767,DEN,21,476,Preliminar,2017
0,0.25,0.25,0,0.000,5,Puerto Rico,Puerto Rico,0,22,630,9,22,1,3663,DEN 2,0,9,Preliminar,2017
