"X0","Incidence.Rate..c.","Lab.Confirm.Incidence.rate","X.SD.D..x100..e.","CFR..f.","ID","Country.or.Subregion","Country_sp","Deaths","EW","Iso3166","Confirmed","Epidemiological.Week..a.","Number.of.Records","Population.x.1000","Serotype","Severe.Dengue..d.","Total.of.Dengue.Cases..b.","Type","Year"
0,"1.05","0.00",0,0,6,"Antigua and Barbuda","Antigua y Barbuda",0,26,28,0,"26",1,95,"DEN",0,1,"Preliminar",2017
0,"1.01","0.00",0,0,6,"Bahamas","Bahamas",0,26,44,0,"26",1,395,"DEN",0,4,"Preliminar",2017
0,"51.71","9.93",0,0,6,"Barbados","Barbados",0,26,52,29,"20",1,292,"DEN",0,151,"Preliminar",2017
0,"515.73","5.07",0.103412616,0,2,"Belize","Belice",0,26,84,19,"26",1,375,"DEN",2,1934,"Preliminar",2017
0,"80.00","80.00",0,0,6,"Virgin Islands (UK)","Islas Vírgenes (RU)",0,26,92,28,"20",1,35,"DEN",0,28,"Preliminar",2017
0,"","",NA,NA,1,"Canada","Canadá",0,26,124,0,"26",1,0,"  ",0,0,"Preliminar",2017
0,"20.69","0.00",0,0,6,"Cayman Islands","Islas Caimán",0,26,136,0,"24",1,58,"DEN",0,12,"Preliminar",2017
0,"52.51","",0,0,2,"Costa Rica","Costa Rica",0,26,188,NA,"26",1,4906,"DEN 1,2",0,2576,"final",2017
0,"13.51","0.00",0,0,6,"Dominica","Dominica",0,26,212,0,"8",1,74,"DEN",0,10,"Preliminar",2017
0,"33.33","0.77",0,0,2,"El Salvador","El Salvador",0,26,222,49,"26",1,6378,"DEN 2",0,2126,"Preliminar",2017
0,"52.68","52.68",0,0,6,"Grenada","Granada",0,26,308,59,"20",1,112,"DEN",0,59,"Preliminar",2017
0,"8.50","",0,0,2,"Guatemala","Guatemala",0,26,320,NA,"26",1,16914,"DEN 1,2,3,4",0,1437,"Preliminar",2017
0,"","",NA,NA,6,"Guyana","Guyana",NA,26,328,NA,"-",1,778,"  ",NA,NA,"Preliminar",2017
0,"","",NA,NA,6,"Haiti","Haití",NA,26,332,NA,"-",1,10981,"  ",NA,NA,"Preliminar",2017
0,"33.66","0.00",1.667201026,0,2,"Honduras","Honduras",0,26,340,0,"26",1,9265,"DEN 1,2,3",52,3119,"Preliminar",2017
0,"1.94","0.07",0,0,6,"Jamaica","Jamaica",0,26,388,2,"26",1,2890,"DEN 3",0,56,"Preliminar",2017
0,"14.11","1.68",0.53223594,0.016,2,"Mexico","México",3,26,484,2174,"26",1,129163,"DEN 1,2,3,4",97,18225,"Preliminar",2017
0,"0.00","0.00",NA,NA,6,"Montserrat","Montserrat",0,26,500,0,"26",1,5,"  ",0,0,"Preliminar",2017
0,"","",NA,NA,6,"Curaçao","Curazao",NA,26,531,NA,"-",1,150,"  ",NA,NA,"Preliminar",2017
0,"598.26","7.83",0,NA,6,"Aruba","Aruba",NA,26,533,9,"26",1,115,"DEN",0,688,"Preliminar",2017
0,"","",NA,NA,6,"Bonaire, Saint Eustatius and Saba","Bonaire, San Eustaquio y Saba",NA,26,535,NA,"-",1,26,"  ",NA,NA,"Preliminar",2017
0,"546.11","22.15",NA,0.006,2,"Nicaragua","Nicaragua",2,26,558,1377,"26",1,6218,"DEN 2",NA,33957,"Preliminar",2017
0,"70.90","31.84",0.240880936,0,2,"Panama","Panamá",0,26,591,1305,"25",1,4099,"DEN 1,2",7,2906,"Preliminar",2017
0,"0.25","0.25",0,0,5,"Puerto Rico","Puerto Rico",0,26,630,9,"26",1,3663,"DEN 2",0,9,"Preliminar",2017
0,"366.67","0.00",0,0,6,"Saint Barthelemy","San Bartolomé",0,26,652,0,"26",1,9,"DEN",0,33,"Preliminar",2017
0,"7.55","0.00",0,0,6,"Saint Kitts and Nevis","Saint Kitts y Nevis",0,26,659,0,"24",1,53,"DEN",0,4,"Preliminar",2017
0,"88.24","11.76",0,NA,6,"Anguilla","Anguila",NA,26,660,2,"12",1,17,"DEN",0,15,"Preliminar",2017
0,"8.48","8.48",0,0,6,"Saint Lucia","Santa Lucía",0,26,662,14,"24",1,165,"DEN",0,14,"Preliminar",2017
