0,Incidence Rate (c),Lab Confirm Incidence rate,(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Country_sp,Deaths,EW,Iso3166,Confirmed,Epidemiological Week (a),Number of Records,Population x 1000,Serotype,Severe Dengue (d),Total of Dengue Cases (b),Type,Year
0,0.00,0.00,,,6,Virgin Islands (US),Islas Vírgenes (EUA),0,1,850,0,1,1,103,  ,0,0,final,2016
0,0.00,0.00,,,4,Argentina,Argentina,0,1,32,0,1,1,44271,  ,0,0,Preliminar,2018
0,,,,,1,Canada,Canadá,0,1,124,0,1,1,0,  ,0,0,Preliminar,2017
0,0.00,0.00,0,0.000,1,United States of America,Estados Unidos de América,0,1,840,1,1,1,324460,DEN,0,1,Preliminar,2017
0,16.27,0.00,1.639344262,0.000,2,Belize,Belice,0,1,84,0,1,1,375,DEN,1,61,Preliminar,2017
0,4.48,,0,0.000,2,Costa Rica,Costa Rica,0,1,188,,1,1,4906,"DEN 1,2",0,220,final,2017
0,0.71,,0,0.000,2,El Salvador,El Salvador,0,1,222,,1,1,6378,DEN 2,0,45,Preliminar,2017
0,0.20,,0,0.000,2,Guatemala,Guatemala,0,1,320,,1,1,16914,"DEN 1,2,3,4",0,34,Preliminar,2017
0,1.19,,0,0.000,2,Honduras,Honduras,0,1,340,,1,1,9265,"DEN 1,2,3",0,110,Preliminar,2017
0,0.15,0.00,0.531914894,0.000,2,Mexico,México,0,1,484,1,1,1,129163,DEN 3,1,188,Preliminar,2017
0,18.22,1.37,,0.000,2,Nicaragua,Nicaragua,0,1,558,85,1,1,6218,DEN 2,,1133,Preliminar,2017
0,3.22,1.32,0,0.000,2,Panama,Panamá,0,1,591,54,1,1,4099,"DEN 1,2",0,132,Preliminar,2017
0,2.77,0.36,0.326797386,0.000,3,Bolivia,Bolivia,0,1,68,40,1,1,11052,DEN,1,306,Preliminar,2017
0,0.92,0.46,1.111111111,0.000,3,Colombia,Colombia,0,1,170,226,1,1,49066,"DEN 1,2,3,4",5,450,Preliminar,2017
0,0.45,0.45,0,0.000,3,Ecuador,Ecuador,0,1,218,75,1,1,16625,DEN,0,75,Preliminar,2017
0,0.62,0.04,0.995024876,0.000,3,Peru,Perú,0,1,604,13,1,1,32165,"DEN 2,3",2,201,Preliminar,2017
0,0.41,0.03,6.060606061,0.000,3,Venezuela,Venezuela,0,1,862,8,1,1,31977,DEN,8,132,Preliminar,2017
0,0.01,0.00,0,0.000,4,Argentina,Argentina,0,1,32,0,1,1,44271,"DEN 1,3",0,3,Preliminar,2017
0,7.06,0.04,0,0.000,4,Paraguay,Paraguay,0,1,600,3,1,1,6811,DEN 1,0,481,Preliminar,2017
0,0.19,0.19,0,0.000,3,Ecuador,Ecuador,0,1,218,32,1,1,16625,DEN,0,32,Preliminar,2018
0,,,,,1,Canada,Canadá,0,1,124,0,1,1,0,  ,0,0,Preliminar,2018
0,0.52,,1.167315175,0.000,3,Colombia,Colombia,0,1,170,,1,1,49066,DEN,3,257,Preliminar,2018
