"X0","Incidence.Rate..c.","Lab.Confirm.Incidence.rate","X.SD.D..x100..e.","CFR..f.","ID","Country.or.Subregion","Country_sp","Deaths","EW","Iso3166","Confirmed","Epidemiological.Week..a.","Number.of.Records","Population.x.1000","Serotype","Severe.Dengue..d.","Total.of.Dengue.Cases..b.","Type","Year"
0,"17.39",6.52,0,0,6,"Antigua and Barbuda","Antigua y Barbuda",0,45,28,6,"28",1,92,"DEN",0,16,"Preliminar",2015
0,"2.32",0.26,0,0,6,"Bahamas","Bahamas",0,45,44,1,"30",1,388,"DEN",0,9,"Preliminar",2015
0,"33.33",5.5,0,0,6,"Barbados","Barbados",0,45,52,16,"32",1,291,"DEN 1",0,97,"Preliminar",2015
0,"80.46",31.61,0,0,2,"Belize","Belice",0,45,84,110,"32",1,348,"DEN 2",0,280,"Preliminar",2015
0,"312.12",312.12,0.970873786,0,6,"Virgin Islands (UK)","Islas Vírgenes (RU)",0,45,92,103,"40",1,33,"DEN",1,103,"Preliminar",2015
0,"",NA,NA,NA,1,"Canada","Canadá",0,45,124,0,"45",1,0,"  ",0,0,"Preliminar",2015
0,"235.13",0,0.05101607,0,2,"Costa Rica","Costa Rica",0,45,188,0,"45",1,5002,"DEN 1,2,3",6,11761,"Final",2015
0,"33.78",2.7,0,0,6,"Dominica","Dominica",0,45,212,2,"24",1,74,"DEN",0,25,"Preliminar",2015
0,"693.93",143.5,0.757983495,0.009,2,"El Salvador","El Salvador",4,45,222,9221,"45",1,6426,"DEN 1,2,3",338,44592,"Preliminar",2015
0,"9.91",9.91,0,0,6,"Grenada","Granada",0,45,308,11,"32",1,111,"DEN",0,11,"Preliminar",2015
0,"95.09",7.54,0.226434625,0.058,2,"Guatemala","Guatemala",9,45,320,1225,"45",1,16255,"DEN 1,2,3,4",35,15457,"Preliminar",2015
0,"17.57",17.57,0,0,6,"Guyana","Guyana",0,45,328,142,"24",1,808,"DEN",0,142,"Preliminar",2015
0,"0.53",0,0,0,6,"Haiti","Haití",0,45,332,0,"22",1,10604,"DEN 1,2,3,4",0,56,"Preliminar",2015
0,"489.52",0,1.743579795,0.007,2,"Honduras","Honduras",3,45,340,0,"45",1,8424,"DEN",719,41237,"Preliminar",2015
0,"1.88",0.21,0,0,6,"Jamaica","Jamaica",0,45,388,6,"43",1,2813,"DEN 4",0,53,"Preliminar",2015
0,"156.98",17.06,2.164790617,0.014,2,"Mexico","México",28,45,484,21371,"45",1,125236,"DEN 1,2,3,4",4256,196601,"Preliminar",2015
0,"0.00",0,NA,NA,6,"Montserrat","Montserrat",0,45,500,0,"32",1,5,"  ",0,0,"Preliminar",2015
0,"",NA,NA,NA,6,"Aruba","Aruba",NA,45,533,NA,"-",1,112,"  ",NA,NA,"Preliminar",2015
0,"615.47",42.7,0.020773825,0.021,2,"Nicaragua","Nicaragua",8,45,558,2672,"45",1,6257,"DEN 2,3",8,38510,"Preliminar",2015
0,"55.62",42.83,0.135256988,0.045,2,"Panama","Panamá",1,45,591,1708,"45",1,3988,"DEN 1,2,3",3,2218,"Preliminar",2015
0,"45.22",1.06,0,0,5,"Puerto Rico","Puerto Rico",0,45,630,39,"45",1,3680,"DEN 1,2,3,4",0,1664,"Preliminar",2015
0,"88.89",88.89,0,0,6,"Saint Barthelemy","San Bartolomé",0,45,652,8,"37",1,9,"DEN",0,8,"Preliminar",2015
0,"9.62",1.92,0,0,6,"Saint Kitts and Nevis","Saint Kitts y Nevis",0,45,659,1,"24",1,52,"DEN",0,5,"Preliminar",2015
0,"50.00",12.5,0,0,6,"Anguilla","Anguila",0,45,660,2,"28",1,16,"DEN",0,8,"Preliminar",2015
0,"7.93",5.49,0,0,6,"Saint Lucia","Santa Lucía",0,45,662,9,"32",1,164,"DEN 1",0,13,"Preliminar",2015
0,"0.97",0.97,0,0,6,"Saint Vincent and the Grenadines","San Vicente y las Granadinas",0,45,670,1,"28",1,103,"DEN",0,1,"Preliminar",2015
0,"0.36",0.36,0,0,6,"Suriname","Suriname",0,45,740,2,"21",1,548,"DEN",0,2,"Preliminar",2015
0,"2.08",0.07,0,0,6,"Trinidad and Tobago","Trinidad y Tobago",0,45,780,1,"4",1,1347,"DEN 1",0,28,"Preliminar",2015
0,"192.00",192,0,0,6,"Turks and Caicos Islands","Islas Turcas y Caicos",0,45,796,96,"24",1,50,"DEN",0,96,"Preliminar",2015
0,"0.14",0.14,0,0,1,"United States of America","Estados Unidos de América",0,45,840,451,"45",1,325128,"DEN",0,451,"Preliminar",2015
0,"2.88",2.88,0,0,6,"Virgin Islands (US)","Islas Vírgenes (EUA)",0,45,850,3,"45",1,104,"DEN",0,3,"final",2015
0,"246.34",148.78,0,0,6,"Saint Martin","Isla de San Martín (Francia)",0,45,663,61,"37",1,41,"DEN",0,101,"Preliminar",2015
0,"0.00",0,NA,NA,6,"Bermuda","Bermuda",0,45,60,0,"32",1,70,"  ",0,0,"Preliminar",2015
0,"359.92",118.7,0,0,6,"French Guiana","Guayana Francesa",0,45,254,311,"37",1,262,"DEN 1,2,4",0,943,"Preliminar",2015
0,"7.45",2.98,0,0,6,"Guadeloupe","Guadalupe",0,45,312,14,"37",1,470,"DEN",0,35,"Preliminar",2015
0,"7.39",1.97,0,0,6,"Martinique","Martinica",0,45,474,8,"37",1,406,"DEN",0,30,"Preliminar",2015
0,"7.98",0.82,0,0,4,"Argentina","Argentina",0,45,32,345,"45",1,42155,"DEN 1,4",0,3366,"Preliminar",2015
0,"219.85",NA,0.313557224,NA,3,"Bolivia","Bolivia",NA,45,68,NA,"45",1,11025,"DEN",76,24238,"Final",2015
0,"753.68",228.4,0.096942405,0.053,4,"Brazil","Brasil",811,45,76,465153,"45",1,203657,"DEN 1,2,3,4",1488,1534932,"Preliminar",2015
0,"0.04",0.04,0,0,4,"Chile","Chile",0,45,152,7,"9",1,17924,"DEN",0,7,"Preliminar",2015
0,"161.59",0,1.340680211,0.076,3,"Colombia","Colombia",61,45,170,0,"45",1,49529,"DEN 1,2,3,4",1073,80034,"Preliminar",2015
0,"258.38",7.85,0.128804503,0.019,3,"Ecuador","Ecuador",8,45,218,1274,"45",1,16226,"DEN 1,2,3,4",54,41924,"Preliminar",2015
0,"600.37",84.93,0.018946571,0.007,4,"Paraguay","Paraguay",3,45,600,5973,"43",1,7033,"DEN 1,2,4",8,42224,"Preliminar",2015
0,"122.73",59.67,0.337298993,0.107,3,"Peru","Perú",41,45,604,18593,"45",1,31161,"DEN 2,3",129,38245,"Preliminar",2015
