"X0","Incidence.Rate..c.","Lab.Confirm.Incidence.rate","X.SD.D..x100..e.","CFR..f.","ID","Country.or.Subregion","Country_sp","Deaths","EW","Iso3166","Confirmed","Epidemiological.Week..a.","Number.of.Records","Population.x.1000","Serotype","Severe.Dengue..d.","Total.of.Dengue.Cases..b.","Type","Year"
0,8.74,8.74,0,0,6,"Virgin Islands (US)","Islas Vírgenes (EUA)",0,9,850,9,"9",1,103,"DEN",0,9,"final",2016
0,0.07,0.07,0,0,1,"United States of America","Estados Unidos de América",0,9,840,241,"9",1,324119,"DEN",0,241,"Final",2016
0,2.13,2.13,0,0,6,"Antigua and Barbuda","Antigua y Barbuda",0,9,28,2,"4",1,94,"DEN",0,2,"Preliminar",2016
0,54.76,23.45,0,0,4,"Argentina","Argentina",0,9,32,10280,"9",1,43847,"DEN 1,4",0,24012,"Final",2016
0,69.42,69.42,0,0,6,"Barbados","Barbados",0,9,52,202,"4",1,291,"DEN",0,202,"Preliminar",2016
0,0,0,NA,NA,6,"Bermuda","Bermuda",0,9,60,0,"8",1,71,"  ",0,0,"Preliminar",2016
0,236.33,29.52,0.025037051,0.014,4,"Brazil","Brasil",67,9,76,61855,"9",1,209568,"DEN 1,2,3,4",124,495266,"Preliminar",2016
0,NA,NA,NA,NA,1,"Canada","Canadá",0,9,124,0,"9",1,0,"  ",0,0,"Final",2016
0,0.22,0,0,0,4,"Chile","Chile",0,9,152,0,"8",1,18132,"DEN 1",0,40,"Preliminar",2016
0,54.86,17.86,1.397474804,0,3,"Colombia","Colombia",0,9,170,8690,"9",1,48654,"DEN 1,2,3,4",373,26691,"Preliminar",2016
0,116.57,0,0,0,2,"Costa Rica","Costa Rica",0,9,188,0,"9",1,4857,"DEN1,2,3",0,5662,"Final",2016
0,144.59,0,0,0,6,"Dominica","Dominica",0,9,212,0,"4",1,74,"DEN",0,107,"Preliminar",2016
0,25.28,0,11.775631501,0.557,5,"Dominican Republic","República Dominicana",15,9,214,0,"9",1,10649,"DEN",317,2692,"Preliminar",2016
0,20.71,20.71,0.206307103,0,3,"Ecuador","Ecuador",0,9,218,3393,"9",1,16385,"DEN 1,2,4",7,3393,"Preliminar",2016
0,41.07,0.85,2.258320127,0,2,"El Salvador","El Salvador",0,9,222,52,"9",1,6146,"DEN 2",57,2524,"Final",2016
0,197.46,5.43,0,0,6,"French Guiana","Guayana Francesa",0,9,254,15,"4",1,276,"DEN 1,2",0,545,"Preliminar",2016
0,12.61,4.5,0,0,6,"Grenada","Granada",0,9,308,5,"8",1,111,"DEN 1",0,14,"Preliminar",2016
0,1.91,1.91,0,0,6,"Guadeloupe","Guadalupe",0,9,312,9,"4",1,471,"DEN",0,9,"Preliminar",2016
0,7.07,1.46,0,0,2,"Guatemala","Guatemala",0,9,320,243,"8",1,16673,"DEN 1,2,3,4",0,1179,"Preliminar",2016
0,8.3,8.3,0,0,6,"Guyana","Guyana",0,9,328,64,"4",1,771,"DEN",0,64,"Preliminar",2016
0,68.33,0,2.126518942,0.018,2,"Honduras","Honduras",1,9,340,0,"9",1,8190,"DEN",119,5596,"Preliminar",2016
0,12.2,1.28,0,0,6,"Jamaica","Jamaica",0,9,388,36,"9",1,2803,"DEN",0,342,"Preliminar",2016
0,4.04,4.04,0,0,6,"Martinique","Martinica",0,9,474,16,"4",1,396,"DEN",0,16,"Preliminar",2016
0,11.36,1.62,4.09112677,0,2,"Mexico","México",0,9,484,2082,"9",1,128632,"DEN1,2,3,4",598,14617,"Final",2016
0,0,0,NA,NA,6,"Montserrat","Montserrat",0,9,500,0,"8",1,5,"  ",0,0,"Preliminar",2016
0,129.38,17.01,0,0.075,2,"Nicaragua","Nicaragua",6,9,558,1046,"9",1,6150,"DEN",0,7957,"Preliminar",2016
0,13.58,7.12,0.184501845,0,2,"Panama","Panamá",0,9,591,284,"9",1,3990,"DEN 1,2,3",1,542,"Preliminar",2016
0,23.87,7.36,0.382283153,0.079,3,"Peru","Perú",6,9,604,2339,"9",1,31774,"DEN 1,2, 3",29,7586,"Preliminar",2016
0,61.62,24.09,0,0.241,4,"Paraguay","Paraguay",10,9,600,1620,"9",1,6725,"DEN 1,3,4",0,4144,"Final",2016
0,2.28,2.28,0,0,5,"Puerto Rico","Puerto Rico",0,9,630,84,"9",1,3681,"DEN 1,2,3,4",0,84,"Final",2016
0,288.89,288.89,0,0,6,"Saint Barthelemy","San Bartolomé",0,9,652,26,"4",1,9,"DEN 1",0,26,"Preliminar",2016
0,29.41,0,0,0,6,"Anguilla","Anguila",0,9,660,0,"8",1,17,"DEN",0,5,"Preliminar",2016
0,0,0,NA,NA,6,"Saint Martin","Isla de San Martín (Francia)",0,9,663,0,"4",1,41,"  ",0,0,"Preliminar",2016
0,1.96,1.96,0,0,6,"Saint Vincent and the Grenadines","San Vicente y las Granadinas",0,9,670,2,"4",1,102,"DEN",0,2,"Preliminar",2016
0,301.96,301.96,0,0,6,"Turks and Caicos Islands","Islas Turcas y Caicos",0,9,796,154,"8",1,51,"DEN",0,154,"Preliminar",2016
