"X0","Incidence.Rate..c.","Lab.Confirm.Incidence.rate","X.SD.D..x100..e.","CFR..f.","ID","Country.or.Subregion","Country_sp","Deaths","EW","Iso3166","Confirmed","Epidemiological.Week..a.","Number.of.Records","Population.x.1000","Serotype","Severe.Dengue..d.","Total.of.Dengue.Cases..b.","Type","Year"
0,"0.00","0.00",NA,NA,6,"Antigua and Barbuda","Antigua y Barbuda",0,18,28,0,"4",1,92,"  ",0,0,"Preliminar",2015
0,"4.52","0.90",0,0,4,"Argentina","Argentina",0,18,32,379,"17",1,42155,"DEN 1,4",0,1906,"Preliminar",2015
0,"1.29","0.26",0,0,6,"Bahamas","Bahamas",0,18,44,1,"12",1,388,"DEN",0,5,"Preliminar",2015
0,"0.00","0.00",NA,NA,6,"Bermuda","Bermuda",0,18,60,0,"4",1,70,"  ",0,0,"Preliminar",2015
0,"366.28","2.58",0.054158618,0.031,4,"Brazil","Brasil",229,18,76,5248,"15",1,203657,"DEN 1,2,3,4",404,745957,"Preliminar",2015
0,"31.61","31.61",0,0,2,"Belize","Belice",0,18,84,110,"16",1,348,"DEN 2",0,110,"Preliminar",2015
0,"","",NA,NA,1,"Canada","Canadá",0,18,124,0,"18",1,0,"  ",0,0,"Preliminar",2015
0,"0.04","0.04",0,0,4,"Chile","Chile",0,18,152,7,"9",1,17924,"DEN",0,7,"Preliminar",2015
0,"76.36","0.00",1.36964569,0.026,3,"Colombia","Colombia",10,18,170,0,"18",1,49529,"DEN 1,2,3,4",518,37820,"Preliminar",2015
0,"22.29","0.00",0,0,2,"Costa Rica","Costa Rica",0,18,188,0,"18",1,5002,"DEN 1,2,3",0,1115,"Final",2015
0,"13.51","2.70",0,0,6,"Dominica","Dominica",0,18,212,2,"5",1,74,"DEN",0,10,"Preliminar",2015
0,"70.22","2.55",0.105318589,0.018,3,"Ecuador","Ecuador",2,18,218,414,"17",1,16226,"DEN 1,2,3,4",12,11394,"Preliminar",2015
0,"59.18","9.87",0.552195635,0,2,"El Salvador","El Salvador",0,18,222,634,"18",1,6426,"DEN 1,2,3",21,3803,"Preliminar",2015
0,"359.92","89.31",0,0,6,"French Guiana","Guayana Francesa",0,18,254,234,"13",1,262,"DEN 1,2,4",0,943,"Preliminar",2015
0,"7.45","1.06",0,0,6,"Guadeloupe","Guadalupe",0,18,312,5,"13",1,470,"DEN",0,35,"Preliminar",2015
0,"20.36","0.64",0.090634441,0.091,2,"Guatemala","Guatemala",3,18,320,104,"18",1,16255,"DEN 1,2,3,4",3,3310,"Preliminar",2015
