0,Incidence Rate (c),Lab Confirm Incidence rate,(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Country_sp,Deaths,EW,Iso3166,Confirmed,Epidemiological Week (a),Number of Records,Population x 1000,Serotype,Severe Dengue (d),Total of Dengue Cases (b),Type,Year
0,8.74,8.74,0,0.000,6,Virgin Islands (US),Islas Vírgenes (EUA),0,14,850,9,14,1,103,DEN,0,9,final,2016
0,0.01,0.00,0,0.000,4,Argentina,Argentina,0,14,32,1,3,1,44271,DEN 1,0,4,Preliminar,2018
0,,,,,1,Canada,Canadá,0,14,124,0,14,1,0,  ,0,0,Preliminar,2017
0,0.01,0.01,0,0.000,1,United States of America,Estados Unidos de América,0,14,840,20,14,1,324460,DEN,0,20,Preliminar,2017
0,368.27,3.20,0.144822592,0.000,2,Belize,Belice,0,14,84,12,14,1,375,DEN,2,1381,Preliminar,2017
0,25.38,,0,0.000,2,Costa Rica,Costa Rica,0,14,188,,14,1,4906,"DEN 1,2",0,1245,final,2017
0,15.48,0.50,0,0.000,2,El Salvador,El Salvador,0,14,222,32,14,1,6378,DEN 2,0,987,Preliminar,2017
0,3.60,,0,0.000,2,Guatemala,Guatemala,0,14,320,,14,1,16914,"DEN 1,2,3,4",0,609,Preliminar,2017
0,15.00,,1.870503597,0.000,2,Honduras,Honduras,0,14,340,,14,1,9265,"DEN 1,2,3",26,1390,Preliminar,2017
0,6.06,0.63,0.473024802,0.013,2,Mexico,México,1,14,484,808,14,1,129163,"DEN 1,2,3",37,7822,Preliminar,2017
0,259.75,14.09,,0.006,2,Nicaragua,Nicaragua,1,14,558,876,14,1,6218,DEN 2,,16151,Preliminar,2017
0,20.66,11.47,0.590318772,0.000,2,Panama,Panamá,0,14,591,470,14,1,4099,"DEN 1,2",5,847,Preliminar,2017
0,56.68,6.52,0.431034483,0.016,3,Bolivia,Bolivia,1,14,68,721,14,1,11052,DEN,27,6264,Preliminar,2017
0,19.27,5.39,1.121218532,0.000,3,Colombia,Colombia,0,14,170,2646,14,1,49066,"DEN 1,2,3,4",106,9454,Preliminar,2017
0,28.14,28.14,0.064116264,0.043,3,Ecuador,Ecuador,2,14,218,4679,14,1,16625,DEN,3,4679,Preliminar,2017
0,42.17,12.62,0.339158003,0.088,3,Peru,Perú,12,14,604,4058,14,1,32165,"DEN 2,3",46,13563,Preliminar,2017
0,7.56,,3.970223325,0.000,3,Venezuela,Venezuela,0,14,862,,14,1,31977,DEN,96,2418,Preliminar,2017
0,0.40,0.18,0,0.000,4,Argentina,Argentina,0,14,32,80,12,1,44271,"DEN 1,3",0,175,Preliminar,2017
0,43.14,0.33,0.044306111,0.012,4,Brazil,Brasil,11,14,76,696,12,1,209288,"DEN 1,2,3,4",40,90281,Preliminar,2017
0,108.75,2.20,0.013500743,0.000,4,Paraguay,Paraguay,0,14,600,150,14,1,6811,DEN 1,1,7407,Preliminar,2017
0,0.87,0.87,0,0.000,3,Ecuador,Ecuador,0,14,218,144,2,1,16625,DEN,0,144,Preliminar,2018
0,,,,,1,Canada,Canadá,0,14,124,0,3,1,0,  ,0,0,Preliminar,2018
0,1.67,,3.288672351,0.000,3,Colombia,Colombia,0,14,170,,3,1,49066,DEN,27,821,Preliminar,2018
0,0.32,,11.764705882,0.000,5,Dominican Republic,República Dominicana,0,14,214,,3,1,10767,DEN,4,34,Preliminar,2018
0,1.32,1.32,,0.000,4,Paraguay,Paraguay,0,14,600,90,1,1,6811,DEN 1,,90,Preliminar,2018
0,1.66,,1.313320826,0.000,3,Peru,Perú,0,14,604,,2,1,32165,DEN,7,533,Preliminar,2018
0,0.00,0.00,,,5,Puerto Rico,Puerto Rico,0,14,630,0,3,1,3663,  ,0,0,Preliminar,2018
0,0.00,0.00,0,0.000,1,United States of America,Estados Unidos de América,0,14,840,2,3,1,324460,DEN,0,2,Preliminar,2018
0,0.00,0.00,,,4,Uruguay,Uruguay,0,14,858,0,3,1,3457,  ,0,0,Preliminar,2018
0,0.00,0.00,,,4,Uruguay,Uruguay,0,14,858,0,14,1,3457,  ,0,0,Preliminar,2017
0,2.47,0.03,4.511278195,0.000,5,Dominican Republic,República Dominicana,0,14,214,3,14,1,10767,DEN,12,266,Preliminar,2017
