0,Incidence Rate (c),Lab Confirm Incidence rate,(SD/D) x100 (e),CFR (f),ID,Country or Subregion,Country_sp,Deaths,EW,Iso3166,Confirmed,Epidemiological Week (a),Number of Records,Population x 1000,Serotype,Severe Dengue (d),Total of Dengue Cases (b),Type,Year
0,17.39,6.52,0,0.000,6,Antigua and Barbuda,Antigua y Barbuda,0,37,28,6,28,1,92,DEN,0,16,Preliminar,2015
0,,,,,6,Antigua and Barbuda,Antigua y Barbuda,,37,28,,-,1,95,  ,,,Preliminar,2018
0,39.36,3.19,0,0.000,6,Antigua and Barbuda,Antigua y Barbuda,0,37,28,3,36,1,94,DEN 2,0,37,Preliminar,2016
0,1.05,0.00,0,0.000,6,Antigua and Barbuda,Antigua y Barbuda,0,37,28,0,37,1,95,DEN,0,1,Preliminar,2017
0,3.54,0.00,0,0.000,6,Bahamas,Bahamas,0,37,44,0,36,1,395,DEN,0,14,Preliminar,2017
0,2.32,0.26,0,0.000,6,Bahamas,Bahamas,0,37,44,1,30,1,388,DEN,0,9,Preliminar,2015
0,,,,,6,Bahamas,Bahamas,,37,44,,-,1,395,  ,,,Preliminar,2018
0,226.97,19.34,0,0.000,6,Bahamas,Bahamas,0,37,44,76,29,1,393,DEN,0,892,Preliminar,2016
0,,,,,6,Barbados,Barbados,,37,52,,-,1,292,  ,,,Preliminar,2018
0,33.33,5.50,0,0.000,6,Barbados,Barbados,0,37,52,16,32,1,291,DEN 1,0,97,Preliminar,2015
0,424.40,119.93,0,0.000,6,Barbados,Barbados,0,37,52,349,36,1,291,DEN,0,1235,Preliminar,2016
0,105.82,14.73,0,0.000,6,Barbados,Barbados,0,37,52,43,36,1,292,DEN,0,309,Preliminar,2017
0,696.00,8.27,0.076628352,0.000,2,Belize,Belice,0,37,84,31,37,1,375,DEN,2,2610,Preliminar,2017
0,80.46,31.61,0,0.000,2,Belize,Belice,0,37,84,110,32,1,348,DEN 2,0,280,Preliminar,2015
0,,,,,2,Belize,Belice,,37,84,,-,1,375,  ,,,Preliminar,2018
0,15.26,0.27,0,0.000,2,Belize,Belice,0,37,84,1,32,1,367,DEN 3,0,56,Preliminar,2016
0,,,,,6,Virgin Islands (UK),Islas Vírgenes (RU),,37,92,,-,1,35,  ,,,Preliminar,2018
0,490.91,227.27,0,0.000,6,Virgin Islands (UK),Islas Vírgenes (RU),0,37,92,75,32,1,33,DEN,0,162,Preliminar,2015
0,238.24,238.24,0,0.000,6,Virgin Islands (UK),Islas Vírgenes (RU),0,37,92,81,36,1,34,DEN,0,81,Preliminar,2016
0,120.00,120.00,0,0.000,6,Virgin Islands (UK),Islas Vírgenes (RU),0,37,92,42,32,1,35,DEN,0,42,Preliminar,2017
0,,,,,1,Canada,Canadá,0,37,124,0,37,1,0,  ,0,0,Final,2016
0,,,,,1,Canada,Canadá,0,37,124,0,37,1,0,  ,0,0,Preliminar,2017
0,,,,,1,Canada,Canadá,0,37,124,0,37,1,0,  ,0,0,Preliminar,2015
0,,,,,1,Canada,Canadá,0,37,124,0,3,1,0,  ,0,0,Preliminar,2018
0,189.47,1.75,0,0.000,6,Cayman Islands,Islas Caimán,0,37,136,1,36,1,57,DEN 3,0,108,Preliminar,2016
0,39.66,0.00,0,0.000,6,Cayman Islands,Islas Caimán,0,37,136,0,37,1,58,DEN,0,23,Preliminar,2017
0,,,,,6,Cayman Islands,Islas Caimán,,37,136,,-,1,58,  ,,,Preliminar,2018
0,366.36,0.00,0,0.000,2,Costa Rica,Costa Rica,0,37,188,0,37,1,4857,"DEN 1,2,3",0,17794,Final,2016
0,92.03,,0,0.000,2,Costa Rica,Costa Rica,0,37,188,,37,1,4906,"DEN 1,2",0,4515,final,2017
0,122.77,0.00,0.097703957,0.000,2,Costa Rica,Costa Rica,0,37,188,0,37,1,5002,"DEN 1,2,3",6,6141,Final,2015
0,,,,,2,Costa Rica,Costa Rica,,37,188,,-,1,4906,  ,,,Preliminar,2018
0,44.59,0.00,0,0.000,6,Dominica,Dominica,0,37,212,0,28,1,74,DEN,0,33,Preliminar,2017
0,33.78,2.70,0,0.000,6,Dominica,Dominica,0,37,212,2,24,1,74,DEN,0,25,Preliminar,2015
0,,,,,6,Dominica,Dominica,,37,212,,-,1,74,  ,,,Preliminar,2018
0,381.08,0.00,0,0.000,6,Dominica,Dominica,0,37,212,0,32,1,74,DEN,0,282,Preliminar,2016
0,429.73,0.00,0,0.000,6,Dominica,Dominica,0,37,212,0,32,1,74,0,0,318,Preliminar,2016
0,46.68,2.32,0.067181727,0.000,2,El Salvador,El Salvador,0,37,222,148,37,1,6378,DEN 2,2,2977,Preliminar,2017
0,467.72,122.74,0.841762044,0.007,2,El Salvador,El Salvador,2,37,222,7887,37,1,6426,"DEN 1,2,3",253,30056,Preliminar,2015
0,2.56,0.13,0,0.000,2,El Salvador,El Salvador,0,37,222,8,3,1,6378,DEN,0,163,Preliminar,2018
0,118.06,1.68,2.480705623,0.014,2,El Salvador,El Salvador,1,37,222,103,37,1,6146,DEN 2,180,7256,Final,2016
0,9.91,9.91,0,0.000,6,Grenada,Granada,0,37,308,11,32,1,111,DEN,0,11,Preliminar,2015
0,,,,,6,Grenada,Granada,,37,308,,-,1,112,  ,,,Preliminar,2018
0,103.60,21.62,0,0.000,6,Grenada,Granada,0,37,308,24,28,1,111,DEN 1,0,115,Preliminar,2016
0,107.14,107.14,0,0.000,6,Grenada,Granada,0,37,308,120,36,1,112,DEN,0,120,Preliminar,2017
0,,,,,2,Guatemala,Guatemala,,37,320,,-,1,16914,  ,,,Preliminar,2018
