"X0","Incidence.Rate..c.","Lab.Confirm.Incidence.rate","X.SD.D..x100..e.","CFR..f.","ID","Country.or.Subregion","Country_sp","Deaths","EW","Iso3166","Confirmed","Epidemiological.Week..a.","Number.of.Records","Population.x.1000","Serotype","Severe.Dengue..d.","Total.of.Dengue.Cases..b.","Type","Year"
0,"8.74","8.74",0,0,6,"Virgin Islands (US)","Islas Vírgenes (EUA)",0,20,850,9,"20",1,103,"DEN",0,9,"final",2016
0,"15.96","3.19",0,0,6,"Antigua and Barbuda","Antigua y Barbuda",0,20,28,3,"20",1,94,"DEN 2",0,15,"Preliminar",2016
0,"167.16","88.66",0,0.015,4,"Argentina","Argentina",11,20,32,38873,"20",1,43847,"DEN 1,4",0,73296,"Final",2016
0,"10.69","0.00",0,0,6,"Bahamas","Bahamas",0,20,44,0,"20",1,393,"DEN",0,42,"Preliminar",2016
0,"378.35","82.82",0,0,6,"Barbados","Barbados",0,20,52,241,"20",1,291,"DEN",0,1101,"Preliminar",2016
0,"2.82","0.00",0,0,6,"Bermuda","Bermuda",0,20,60,0,"20",1,71,"DEN",0,2,"Preliminar",2016
0,"235.22","32.26",0.292842919,0,3,"Bolivia","Bolivia",0,20,68,3512,"20",1,10888,"DEN",75,25611,"Preliminar",2016
0,"539.36","55.03",0.032557267,0.019,4,"Brazil","Brasil",212,20,76,115330,"17",1,209568,"DEN 1,2,3,4",368,1130316,"Preliminar",2016
0,"6.81","0.27",0,0,2,"Belize","Belice",0,20,84,1,"19",1,367,"DEN 3",0,25,"Preliminar",2016
0,"","",NA,NA,1,"Canada","Canadá",0,20,124,0,"20",1,0,"  ",0,0,"Final",2016
0,"54.39","1.75",0,0,6,"Cayman Islands","Islas Caimán",0,20,136,1,"20",1,57,"DEN 3",0,31,"Preliminar",2016
0,"0.22","0.00",0,0,4,"Chile","Chile",0,20,152,0,"8",1,18132,"DEN 1",0,40,"Preliminar",2016
0,"115.55","42.97",1.213069849,0.021,3,"Colombia","Colombia",12,20,170,20906,"20",1,48654,"DEN 1,2,3,4",682,56221,"Preliminar",2016
0,"155.92","0.00",0,0,2,"Costa Rica","Costa Rica",0,20,188,0,"20",1,4857,"DEN 1,2,3",0,7573,"Final",2016
0,"10.60","10.60",0,0,5,"Cuba","Cuba",0,20,192,1208,"11",1,11393,"DEN 2,3",0,1208,"Preliminar",2016
0,"247.30","0.00",0,0,6,"Dominica","Dominica",0,20,212,0,"16",1,74,"DEN",0,183,"Preliminar",2016
0,"42.00","0.00",10.753409345,0.537,5,"Dominican Republic","República Dominicana",24,20,214,0,"20",1,10649,"DEN",481,4473,"Preliminar",2016
0,"46.46","46.46",0.341565949,0.026,3,"Ecuador","Ecuador",2,20,218,7612,"20",1,16385,"DEN 1,2,4",26,7612,"Preliminar",2016
